incident_id,sensor_id,work_status,location_info_x,location_info_y,collect_time,air_temperature(°C),humidity(volume %),photosynthetic_effect(μmol/m²/s),atmo_pressure(Pa),light_sensor(Lux),min_wind_dir(°),max_wind_dir(°),avg_wind_dir(°),min_wind_speed(m/s),max_wind_speed(m/s),avg_wind_speed(m/s),rainfall(mm),rainfall_time(min),rainfall_extent(mm),max_rainfall_extent(mm),heat_temparature(°C),toppling_condition,co2_concentration(ppm)
790,311,1,87.30584,44.2181,202408060002,29.62,37.09,0,95000,0,290.8,313.8,302.6,2.2,3.1,2.6,280,13960,0,0,29.63,0,397
791,311,1,87.30584,44.2181,202408060102,27.99,37.5,0,94970,0,4,356.8,10.7,1.1,2.8,1.7,280,13960,0,0,28.06,0,399
792,311,1,87.30584,44.2181,202408060202,26.37,43.49,0,95050,0,202.6,210.1,207.6,0.7,0.9,0.8,280,13960,0,0,26.21,0,418
793,311,1,87.30584,44.2181,202408060302,23.13,51.85,0,95090,0,198.9,198.9,198.9,0.6,0.8,0.7,280,13960,0,0,23.41,0,416
794,311,1,87.30584,44.2181,202408060402,23.16,58.12,0,95080,0,216.2,216.2,216.2,0.4,0.5,0.4,280,13960,0,0,23.04,0,555
795,311,1,87.30584,44.2181,202408060502,21.39,63.87,0,95080,0,270,270,270,0.4,0.4,0.4,280,13960,0,0,21.31,0,505
796,311,1,87.30584,44.2181,202408060602,21.32,60.74,0,95030,0,216.2,218.6,217.4,0.5,0.8,0.7,280,13960,0,0,21.2,0,470
797,311,1,87.30584,44.2181,202408060702,19.69,70.32,0,95100,240,192.9,198.4,195.65,0.8,1.1,1,280,13960,0,0,19.67,0,494
798,311,1,87.30584,44.2181,202408060802,20.3,68.72,41,95110,11335,296.5,296.5,296.5,0.6,0.8,0.7,280,13960,0,0,20.67,0,455
799,311,1,87.30584,44.2181,202408060902,23.59,62.11,256,95150,35730,189.4,199.8,195.2,0.7,1,0.9,280,13960,0,0,25.44,0,403
800,311,1,87.30584,44.2181,202408061002,26.74,45.25,202,95120,59075,48.6,73.6,57.7,0.5,1.3,0.9,280,13960,0,0,27.93,0,389
801,311,1,87.30584,44.2181,202408061102,27.58,46.38,946,95090,42430,73.5,90.9,84,1.3,2,1.7,280,13960,0,0,28.64,0,386
802,311,1,87.30584,44.2181,202408061202,29.7,41.9,1200,95050,90450,90,148.3,136.1,0.8,1.9,1.3,280,13960,0,0,30.75,0,384
803,311,1,87.30584,44.2181,202408061302,30.87,35.42,639,94990,97525,53.1,91.1,74.1,1.2,2.2,1.6,280,13960,0,0,31.92,0,386
804,311,1,87.30584,44.2181,202408061402,32.05,29.68,1613,94920,106125,58.1,103.4,80.4,1.4,2.6,1.9,280,13960,0,0,33.25,0,384
805,311,1,87.30584,44.2181,202408061502,31.58,33.13,1109,94860,41515,210.9,210.9,210.9,0.4,0.7,0.5,280.2,13970,0.2,12,33.23,0,366
806,311,1,87.30584,44.2181,202408061602,31.41,33.77,690,94820,73910,198.4,219.7,207.4,0.9,1.4,1.1,280.2,13970,0,0,32.77,0,359
807,311,1,87.30584,44.2181,202408061702,33.51,31.72,1418,94760,91520,165.9,194,181.8,0.5,1.8,1,280.2,13970,0,0,35.61,0,368
808,311,1,87.30584,44.2181,202408061802,32.91,32.55,807,94720,55265,163,169.9,165.6,0.6,0.9,0.7,280.2,13970,0,0,34.82,0,358
809,311,1,87.30584,44.2181,202408061902,33.02,33.34,473,94700,43775,233.1,250.1,242,1,1.3,1.2,280.2,13970,0,0,34.52,0,363
810,311,1,87.30584,44.2181,202408062002,31.73,35.74,363,94700,14460,251.5,262.7,255.8,0.8,1.1,1,280.2,13970,0,0,32.61,0,364
811,311,1,87.30584,44.2181,202408062102,28.63,49.4,128,94730,2800,278.9,288.4,281.2,0.6,0.9,0.8,280.2,13970,0,0,28.56,0,412
812,311,1,87.30584,44.2181,202408062202,27.05,50.12,5,94740,0,200.8,218.6,208.7,0.7,1.2,1,280.2,13970,0,0,26.9,0,423
813,311,1,87.30584,44.2181,202408062302,25.78,52.23,0,94810,0,285.5,302.5,298.1,0.9,1.6,1.2,280.2,13970,0,0,25.7,0,434
814,311,1,87.30584,44.2181,202408070002,25.79,49.99,0,94820,0,235.6,246.2,240.6,0.9,1.1,1,280.2,13970,0,0,25.76,0,445
815,311,1,87.30584,44.2181,202408070102,24.89,52.16,0,94820,0,246.8,263.6,258.9,1.1,1.4,1.2,280.2,13970,0,0,24.87,0,444
816,311,1,87.30584,44.2181,202408070202,24.71,52.33,0,94820,0,278.1,324.3,308.2,0.8,1.3,1,280.2,13970,0,0,24.85,0,430
817,311,1,87.30584,44.2181,202408070302,25.2,49.95,0,94820,0,295.4,320,307.7,0.6,1.2,0.9,280.2,13970,0,0,25.22,0,401
818,311,1,87.30584,44.2181,202408070402,24.13,56.79,0,94810,0,274.7,282.9,275.9,1,1.4,1.2,280.2,13970,0,0,24.19,0,433
819,311,1,87.30584,44.2181,202408070502,24.11,55.98,0,94790,0,251,270,265.6,0.8,1.3,1,280.2,13970,0,0,24.17,0,437
820,311,1,87.30584,44.2181,202408070602,23.17,59.43,0,94810,0,275.1,295.6,282.9,1.3,2.4,1.8,280.2,13970,0,0,23.06,0,417
821,311,1,87.30584,44.2181,202408070702,22.71,59.93,0,94860,100,304.1,326.8,310.3,1.1,2.2,1.7,280.2,13970,0,0,22.69,0,409
822,311,1,87.30584,44.2181,202408070802,23.46,58.23,29,94930,3680,314.5,320.7,317.7,3.1,4.3,3.8,280.2,13970,0,0,23.45,0,408
823,311,1,87.30584,44.2181,202408070902,23.5,61.86,107,95030,5710,302.7,315.7,309.7,1.1,1.9,1.4,280.2,13970,0,0,23.62,0,399
824,311,1,87.30584,44.2181,202408071002,23.23,65.68,131,95040,17410,270,283.7,276.3,1.6,2.7,2.2,280.2,13970,0,0,23.49,0,394
825,311,1,87.30584,44.2181,202408071102,24.33,58.69,269,95080,23595,290.9,315.9,305.5,2.8,4.2,3.3,280.2,13970,0,0,24.49,0,377
826,311,1,87.30584,44.2181,202408071202,25.34,58.39,569,95130,33915,274.7,307.1,282.7,1.2,2.6,2,280.2,13970,0,0,25.76,0,374
827,311,1,87.30584,44.2181,202408071302,25.63,60.14,547,95110,24530,265.5,297.4,274.1,1.3,2.1,1.6,280.2,13970,0,0,26.07,0,370
828,311,1,87.30584,44.2181,202408071402,25.75,58.3,433,95100,25805,268.4,327.8,317.7,0.8,1.7,1.3,280.2,13970,0,0,26.28,0,369
829,311,1,87.30584,44.2181,202408071502,26.86,56.89,590,95080,43070,236.6,258.4,247.4,0.8,1,0.9,280.2,13970,0,0,27.68,0,365
830,311,1,87.30584,44.2181,202408071602,27.64,54.03,630,95080,26165,239,239,239,0,0.5,0.1,280.2,13970,0,0,28.58,0,384
831,311,1,87.30584,44.2181,202408071702,28.26,45.17,489,95060,36700,320.7,334.4,328.5,1.3,1.9,1.6,280.2,13970,0,0,28.97,0,369
832,311,1,87.30584,44.2181,202408071802,28.7,43.34,587,95040,36110,233.1,270,239.4,0.9,1.3,1.2,280.2,13970,0,0,29.98,0,367
833,311,1,87.30584,44.2181,202408071902,27.9,50.31,383,95070,14200,180,180,180,0.5,0.6,0.6,280.2,13970,0,0,28.62,0,362
834,311,1,87.30584,44.2181,202408072002,27.02,49.16,171,95090,7630,143.9,170.5,168.6,0.5,0.8,0.7,280.2,13970,0,0,27.45,0,371
835,311,1,87.30584,44.2181,202408072102,26.05,52.55,120,95120,2765,162.8,186.1,173.9,1.3,1.9,1.6,280.2,13970,0,0,26.44,0,375
836,311,1,87.30584,44.2181,202408072202,25.51,49.13,4,95130,0,151.5,200.1,176,0.6,1.5,0.9,280.2,13970,0,0,25.48,0,385
837,311,1,87.30584,44.2181,202408072302,25.17,48.14,0,95140,0,198.4,198.4,198.4,0,0.6,0.4,280.2,13970,0,0,25.09,0,401
838,311,1,87.30584,44.2181,202408080002,23.39,53.76,0,95150,0,158.2,185,166.1,0.7,1.3,1,280.2,13970,0,0,23.58,0,405
839,311,1,87.30584,44.2181,202408080102,22.3,57.76,0,95130,0,189.7,189.7,189.7,0,0.6,0.3,280.2,13970,0,0,22.53,0,407
840,311,1,87.30584,44.2181,202408080202,21.59,60.34,0,95110,0,180,180,180,0.6,0.8,0.7,280.2,13970,0,0,21.83,0,421
841,311,1,87.30584,44.2181,202408080302,21.15,60.1,0,95080,0,217.4,217.4,217.4,0.5,0.7,0.6,280.2,13970,0,0,21.22,0,420
842,311,1,87.30584,44.2181,202408080402,21.21,58.22,0,95070,0,228.3,228.3,228.3,0,0.6,0.4,280.2,13970,0,0,21.01,0,420
843,311,1,87.30584,44.2181,202408080502,22.24,51.31,0,95040,0,151.2,198.4,169.7,1,1.9,1.4,280.2,13970,0,0,21.92,0,411
844,311,1,87.30584,44.2181,202408080602,20.35,59.9,0,95040,0,150.8,150.8,150.8,0,0.6,0.4,280.2,13970,0,0,20.23,0,418
845,311,1,87.30584,44.2181,202408080702,21.37,51.77,0,95070,120,151.2,178.8,166.7,1.4,2.9,2.1,280.2,13970,0,0,21.13,0,408
846,311,1,87.30584,44.2181,202408080802,19.04,64.57,21,95110,4840,221.6,229,227.5,0.7,0.8,0.7,280.2,13970,0,0,19.09,0,438
847,311,1,87.30584,44.2181,202408080902,21.36,61.21,181,95140,26415,209.7,218.6,214.8,1,1.3,1.2,280.2,13970,0,0,22,0,395
848,311,1,87.30584,44.2181,202408081002,25.26,54.86,249,95180,54910,217.3,217.3,217.3,0,0.6,0.4,280.2,13970,0,0,26.34,0,380
849,311,1,87.30584,44.2181,202408081102,28.23,43.47,866,95160,65335,270,291.8,278.3,1,1.2,1.1,280.2,13970,0,0,28.79,0,372
850,311,1,87.30584,44.2181,202408081202,30.5,34.72,1234,95130,86040,247.5,272.5,261.2,1.1,1.7,1.3,280.2,13970,0,0,31.05,0,378
851,311,1,87.30584,44.2181,202408081302,31.79,30.04,1460,95100,94280,283.1,320,298.7,1.6,2.5,2,280.2,13970,0,0,32.23,0,380
852,311,1,87.30584,44.2181,202408081402,32.91,25.86,1599,95060,98695,281.6,309.9,297.7,1.3,2.1,1.7,280.2,13970,0,0,33.28,0,375
853,311,1,87.30584,44.2181,202408081502,33.4,27.37,1616,95050,97825,270,309.8,289.8,0.6,1.1,0.9,280.2,13970,0,0,33.91,0,375
854,311,1,87.30584,44.2181,202408081602,34.38,25.52,1518,95020,93575,330.3,346.3,336.8,3.2,5.8,4.1,280.2,13970,0,0,34.6,0,375
855,311,1,87.30584,44.2181,202408081702,34.73,23.1,1322,94990,84730,321.3,337.3,327.1,3.2,4.5,3.9,280.2,13970,0,0,35.35,0,371
856,311,1,87.30584,44.2181,202408081802,34.46,23.68,1048,95000,72520,293.5,313.8,303.8,3.6,6.2,4.6,280.2,13970,0,0,35.33,0,371
857,311,1,87.30584,44.2181,202408081902,34.02,22.75,734,95000,56950,265.8,281,273.1,2.3,3.1,2.7,280.2,13970,0,0,35.97,0,371
858,311,1,87.30584,44.2181,202408082002,32.69,28.83,409,95000,35905,237.5,254.7,244.9,1.6,1.9,1.7,280.2,13970,0,0,34.13,0,369
859,311,1,87.30584,44.2181,202408082102,29.56,45.82,136,95040,9525,180,210.3,196.4,0.8,1.1,1,280.2,13970,0,0,30.07,0,390
860,311,1,87.30584,44.2181,202408082202,26.12,44.32,5,95100,5,186.3,201.7,191.7,0.9,1.3,1.1,280.2,13970,0,0,25.91,0,396
861,311,1,87.30584,44.2181,202408082302,24.74,47.39,0,95120,0,194,203.1,198.9,1,1.1,1.1,280.2,13970,0,0,24.47,0,427
862,311,1,87.30584,44.2181,202408090002,23.13,52.22,0,95150,0,203.1,215.5,208.9,0.8,1.1,0.9,280.2,13970,0,0,22.86,0,438
863,311,1,87.30584,44.2181,202408090102,21.83,54.76,0,95140,0,189.4,217.2,203.9,0.8,1.5,1,280.2,13970,0,0,21.67,0,424
864,311,1,87.30584,44.2181,202408090202,21.24,53.52,0,95110,0,224.9,224.9,224.9,0.3,0.7,0.6,280.2,13970,0,0,20.99,0,426
865,311,1,87.30584,44.2181,202408090302,20.36,56.85,0,95080,0,308.7,308.7,308.7,0.4,0.7,0.6,280.2,13970,0,0,20.23,0,450
866,311,1,87.30584,44.2181,202408090402,19.89,58.35,0,95070,0,218.6,224.9,221,0.7,0.9,0.8,280.2,13970,0,0,19.71,0,441
867,311,1,87.30584,44.2181,202408090502,20.38,54.44,0,95060,0,210.9,223.5,218,1,1.3,1.2,280.2,13970,0,0,20.25,0,425
868,311,1,87.30584,44.2181,202408090702,19.72,58.75,0,95060,145,131.6,131.6,131.6,0.4,0.6,0.4,280.2,13970,0,0,19.53,0,417
869,311,1,87.30584,44.2181,202408090802,22.27,48.86,37,95070,14020,180,204.7,194.8,0.7,1.3,0.9,280.2,13970,0,0,22.28,0,401
870,311,1,87.30584,44.2181,202408090902,24.85,46.27,277,95100,38605,198.4,198.4,198.4,0.5,0.9,0.6,280.2,13970,0,0,26.59,0,394
871,311,1,87.30584,44.2181,202408091002,27.85,43.89,129,95120,56950,243.4,266.5,253.9,1.2,1.6,1.4,280.2,13970,0,0,29.21,0,381
872,311,1,87.30584,44.2181,202408091102,31.7,35.06,921,95110,72800,189.4,237.4,210.7,0.5,1,0.7,280.2,13970,0,0,32.42,0,369
873,311,1,87.30584,44.2181,202408091502,34.99,26.75,1622,94890,98625,0,356.9,5,1.2,1.7,1.5,280.2,13970,0,0,35.71,0,376
874,311,1,87.30584,44.2181,202408091602,36.3,17.07,1520,94820,94135,0,359.1,356.8,0.9,1.6,1.1,280.2,13970,0,0,37.07,0,375
875,311,1,87.30584,44.2181,202408092102,32.12,37.96,126,94680,7640,217.5,223.1,220.3,1,1.1,1,280.2,13970,0,0,32.61,0,377
876,311,1,87.30584,44.2181,202408092202,27.75,49.2,4,94710,0,213.6,220.5,217,1.1,1.3,1.2,280.2,13970,0,0,27.51,0,385
877,311,1,87.30584,44.2181,202408092302,26.94,46.26,0,94750,0,207.5,216.1,210,1,1.2,1.1,280.2,13970,0,0,26.61,0,414
878,311,1,87.30584,44.2181,202408100002,25.14,50.09,0,94730,0,213.6,222.2,218.2,0.8,1,0.9,280.2,13970,0,0,24.83,0,425
879,311,1,87.30584,44.2181,202408100102,24.19,48.68,0,94720,0,213.6,224.9,218.9,0.8,0.9,0.8,280.2,13970,0,0,23.94,0,479
880,311,1,87.30584,44.2181,202408100202,23.68,48.01,0,94670,0,198.4,198.4,198.4,0.6,0.8,0.7,280.2,13970,0,0,23.5,0,477
881,311,1,87.30584,44.2181,202408100302,22.47,54.37,0,94630,0,265.9,270,267.95,0.8,1,0.9,280.2,13970,0,0,22.34,0,481
882,311,1,87.30584,44.2181,202408100402,24.14,43.63,0,94580,0,162.9,196.7,179,1.2,2.2,1.5,280.2,13970,0,0,23.66,0,523
883,311,1,87.30584,44.2181,202408100502,25.13,40.53,0,94570,0,169.1,202.6,177.1,0.9,1.9,1.4,280.2,13970,0,0,24.89,0,422
884,311,1,87.30584,44.2181,202408100602,27.25,35.54,0,94560,0,161.5,203.1,182.5,1.4,2.2,1.8,280.2,13970,0,0,26.86,0,401
885,311,1,87.30584,44.2181,202408100702,27.65,32.16,0,94580,110,171.9,221.2,191,0.9,2.3,1.6,280.2,13970,0,0,27.36,0,376
886,311,1,87.30584,44.2181,202408100802,23.22,45.93,36,94650,11865,131.5,158.4,142.6,0.8,1.6,1.3,280.2,13970,0,0,23.25,0,379
887,311,1,87.30584,44.2181,202408100902,25.47,45.55,257,94720,35255,56.3,56.3,56.3,0.5,0.8,0.6,280.2,13970,0,0,26.98,0,429
888,311,1,87.30584,44.2181,202408101002,29.37,42.58,162,94700,54840,104,135.9,121.9,0.6,1.3,0.9,280.2,13970,0,0,30.61,0,419
889,311,1,87.30584,44.2181,202408101102,31.9,36.22,883,94670,70070,83.9,96.4,90.4,2.3,3.3,2.8,280.2,13970,0,0,32.89,0,409
890,311,1,87.30584,44.2181,202408101202,34.09,33.34,1183,94640,83210,93.9,114,105.2,2.2,3.5,2.7,280.2,13970,0,0,34.7,0,381
891,311,1,87.30584,44.2181,202408101302,35.97,25.3,1406,94620,91560,54.1,101.3,80,1.1,1.6,1.4,280.2,13970,0,0,36.75,0,388
892,311,1,87.30584,44.2181,202408101402,36.98,26.59,1555,94590,98095,70,93.7,80.1,1.3,2.8,2.1,280.4,13980,0.2,12,37.66,0,392
893,311,1,87.30584,44.2181,202408101502,38.36,22.6,1644,94560,99725,83,109,98.3,1,2.8,1.7,280.4,13980,0,0,39.09,0,397
894,311,1,87.30584,44.2181,202408101902,35.72,31.41,672,94570,19690,258.7,275.9,268.4,3.4,4.3,3.8,280.4,13980,0,0,36.36,0,368
895,311,1,87.30584,44.2181,202408102002,33.1,38.48,211,94660,7435,271.1,280,276.1,5.1,6.5,5.7,280.4,13980,0,0,33.28,0,383
896,311,1,87.30584,44.2181,202408102102,31.82,34.5,44,94730,1195,272.9,287.5,280.1,4.7,7.7,5.5,280.4,13980,0,0,31.83,0,378
897,311,1,87.30584,44.2181,202408102202,31.33,33.71,1,94850,0,274.4,291.6,282.1,3,5.6,4.2,280.4,13980,0,0,31.32,0,388
898,311,1,87.30584,44.2181,202408102302,31.05,31.46,0,95010,0,235.8,253.9,240.9,2.7,3.5,3.1,280.4,13980,0,0,31.02,0,393
899,311,1,87.30584,44.2181,202408110002,29,38.06,0,95040,0,323.7,323.7,323.7,0.4,0.6,0.4,280.4,13980,0,0,29.12,0,396
900,311,1,87.30584,44.2181,202408110102,27,47.66,0,95010,0,206.5,219.7,213,0.6,1,0.8,280.4,13980,0,0,26.92,0,400
901,311,1,87.30584,44.2181,202408110202,25.15,54.61,0,94940,0,205.8,205.8,205.8,0.6,0.7,0.6,280.4,13980,0,0,25.17,0,412
902,311,1,87.30584,44.2181,202408110302,24.8,54.26,0,94900,0,199.4,199.4,199.4,0.5,0.8,0.6,280.4,13980,0,0,24.93,0,425
903,311,1,87.30584,44.2181,202408110402,24.89,54.19,0,94910,0,180,189.4,186.9,0.7,0.8,0.8,280.4,13980,0,0,25.01,0,432
904,311,1,87.30584,44.2181,202408110502,24.1,57.49,0,94920,0,0,15.9,6.3,0.9,1.3,1.1,280.4,13980,0,0,24.53,0,440
905,311,1,87.30584,44.2181,202408110602,24.41,54.89,0,94940,0,199.4,199.4,199.4,0.6,0.8,0.7,280.4,13980,0,0,24.69,0,463
906,311,1,87.30584,44.2181,202408110702,23.2,63.76,0,94970,30,247.3,247.3,247.3,0.7,0.8,0.7,280.4,13980,0,0,23.58,0,435
907,311,1,87.30584,44.2181,202408110802,23.48,65.88,19,94990,2850,218.6,218.6,218.6,0.6,0.7,0.7,280.4,13980,0,0,23.96,0,543
908,311,1,87.30584,44.2181,202408110902,24.71,60.63,77,95000,7585,270,270,270,0.4,0.6,0.5,280.4,13980,0,0,25.15,0,479
909,311,1,87.30584,44.2181,202408111002,25.89,61.42,278,95050,30455,224.9,233.1,228.1,1.3,1.6,1.4,280.4,13980,0,0,26.38,0,454
910,311,1,87.30584,44.2181,202408111102,29.69,42.64,779,95020,70550,123.6,142.1,132.7,0.8,2,1.5,280.4,13980,0,0,31.3,0,427
911,311,1,87.30584,44.2181,202408111202,31.03,45.94,737,95010,95220,0,358.6,4.8,0.4,1.1,0.8,280.4,13980,0,0,32.87,0,385
912,311,1,87.30584,44.2181,202408111302,29.56,43.91,552,95020,39380,270,284.7,279.9,2.2,3,2.5,280.4,13980,0,0,30.07,0,377
913,311,1,87.30584,44.2181,202408111402,31.45,39.74,1186,94940,75765,321.9,353.9,336.5,1.3,2.2,1.7,280.4,13980,0,0,32.35,0,388
914,311,1,87.30584,44.2181,202408111502,33.21,32.47,1467,94910,84295,17.9,38.7,26,0.6,1.8,1.3,280.4,13980,0,0,34.77,0,369
915,311,1,87.30584,44.2181,202408111602,33.15,31.73,827,94880,47325,2.2,339.4,338.8,1.4,2.1,1.7,280.4,13980,0,0,33.98,0,374
916,311,1,87.30584,44.2181,202408111702,33.04,30.33,584,94850,32435,305.8,325,315.2,1.5,2.3,1.9,280.4,13980,0,0,33.64,0,374
917,311,1,87.30584,44.2181,202408111802,32.2,36.37,468,94850,17675,266.6,280.4,274,2.3,2.8,2.5,280.4,13980,0,0,32.53,0,373
918,311,1,87.30584,44.2181,202408111902,29.88,44.28,257,94890,7375,278.6,288.6,283,2.3,3.1,2.8,280.4,13980,0,0,30.07,0,363
919,311,1,87.30584,44.2181,202408112002,25.5,59.32,82,94960,3970,245.5,264.4,256.8,3.9,4.5,4.2,280.4,13980,0,0,25.46,0,369
920,311,1,87.30584,44.2181,202408112102,24.87,58.21,17,95020,720,234.2,243.4,239.2,2.5,4.1,3.2,280.4,13980,0,0,24.77,0,382
921,311,1,87.30584,44.2181,202408112202,24.63,56.4,0,95060,0,194.3,233.4,213.3,1.3,2.1,1.8,280.4,13980,0,0,24.61,0,381
922,311,1,87.30584,44.2181,202408112302,23.66,61.8,0,95220,0,333,357.4,343,1.9,3.2,2.4,280.4,13980,0,0,23.78,0,390
923,311,1,87.30584,44.2181,202408120002,23.63,61.65,0,95240,0,0,8.1,1.9,1.4,2,1.6,280.4,13980,0,0,23.86,0,394
924,311,1,87.30584,44.2181,202408120102,23.16,65.77,0,95220,0,218.6,218.6,218.6,0.4,0.7,0.5,280.4,13980,0,0,23.5,0,402
925,311,1,87.30584,44.2181,202408120202,22.92,67.03,0,95250,0,218.6,218.6,218.6,0.4,0.6,0.5,280.4,13980,0,0,23.1,0,461
926,311,1,87.30584,44.2181,202408120302,22.59,63.99,0,95230,0,99.7,99.7,99.7,0,0.5,0.3,280.4,13980,0,0,23,0,406
927,311,1,87.30584,44.2181,202408120402,21.97,71.75,0,95290,0,218.6,218.6,218.6,0.5,0.6,0.6,280.4,13980,0,0,22.26,0,426
928,311,1,87.30584,44.2181,202408120502,21.82,74.52,0,95320,0,242.1,256.9,253.1,0.9,1.2,1,280.4,13980,0,0,22.07,0,425
929,311,1,87.30584,44.2181,202408120602,21.75,70.61,0,95350,0,276.9,291.7,286.6,2.2,3.1,2.8,280.4,13980,0,0,21.81,0,437
930,311,1,87.30584,44.2181,202408120702,21.18,70.75,0,95400,10,273.2,292.3,283.2,1.9,2.8,2.4,280.4,13980,0,0,21.2,0,422
931,311,1,87.30584,44.2181,202408120802,20.34,73.39,22,95450,3700,268.8,288.9,275,2.5,3.8,3,280.4,13980,0,0,20.34,0,404
932,311,1,87.30584,44.2181,202408120902,20.84,74.76,127,95510,33885,279.4,286.2,282.2,1.4,1.8,1.6,280.4,13980,0,0,21.52,0,399
933,311,1,87.30584,44.2181,202408121002,23.6,61.59,377,95510,24835,289.5,305.7,298.6,1.9,2.9,2.3,280.4,13980,0,0,24.06,0,389
934,311,1,87.30584,44.2181,202408121102,23.19,63.98,400,95520,18730,264.8,273.8,268.8,1.6,2.1,1.9,280.4,13980,0,0,23.56,0,381
935,311,1,87.30584,44.2181,202408121202,24.18,62.19,544,95510,60295,300.5,315,307.3,1,2,1.5,280.4,13980,0,0,25.4,0,379
936,311,1,87.30584,44.2181,202408121302,26.08,51.75,1298,95490,85240,90,125.3,104.1,1.3,2,1.7,280.4,13980,0,0,27.78,0,376
937,311,1,87.30584,44.2181,202408121402,26.64,51.57,1680,95410,51515,80.8,95.4,83.4,2.5,3.8,3.2,282,14060,1.6,36,27.53,0,374
938,311,1,87.30584,44.2181,202408121502,28.05,46.89,1676,95380,106355,73.1,90,80.4,1.8,3.8,3,282,14060,0,0,28.69,0,377
939,311,1,87.30584,44.2181,202408121602,29.23,41.24,1514,95290,94620,74.6,89.2,81.6,3,5.1,4.3,282,14060,0,0,29.72,0,367
940,311,1,87.30584,44.2181,202408121702,28.81,41.47,1311,95310,33565,39.9,70,54.7,1.1,1.5,1.3,282,14060,0,0,30.14,0,367
941,311,1,87.30584,44.2181,202408121802,29,43.01,1021,95310,30425,224.9,236.8,230.7,1.2,2,1.7,282,14060,0,0,29.96,0,368
942,311,1,87.30584,44.2181,202408121902,29.39,45.61,647,95340,22555,167.2,187.9,174.2,0.9,1.4,1.2,282,14060,0,0,30.43,0,362
943,311,1,87.30584,44.2181,202408122002,28.38,47.59,420,95380,24695,186.3,210.9,193.3,0.6,0.9,0.8,282,14060,0,0,29.83,0,355
944,311,1,87.30584,44.2181,202408122102,27.15,52.07,61,95390,1830,220.4,220.4,220.4,0.4,0.6,0.5,282,14060,0,0,27.38,0,362
945,311,1,87.30584,44.2181,202408122202,24.2,61.14,1,95420,0,198.4,198.4,198.4,0.5,0.7,0.6,282,14060,0,0,24.08,0,376
946,311,1,87.30584,44.2181,202408122302,23.1,61.58,0,95490,0,260.5,260.5,260.5,0.6,0.8,0.7,282,14060,0,0,23.06,0,407
947,311,1,87.30584,44.2181,202408130002,21.94,66.38,0,95490,0,196.9,196.9,196.9,0.4,0.6,0.5,282,14060,0,0,21.98,0,457
948,311,1,87.30584,44.2181,202408130102,19.97,74.55,0,95520,0,203.1,207.1,205.1,0.6,1,0.9,282,14060,0,0,20.1,0,517
949,311,1,87.30584,44.2181,202408130202,20.42,68,0,95500,0,187.8,187.8,187.8,0,0.7,0.5,282,14060,0,0,20.43,0,467
950,311,1,87.30584,44.2181,202408130302,19.47,72.47,0,95470,0,196.5,209.7,201.8,1.1,1.3,1.1,282,14060,0,0,19.56,0,433
951,311,1,87.30584,44.2181,202408130402,19.27,71.57,0,95460,0,250.5,278.1,272.2,0.6,1,0.7,282,14060,0,0,19.32,0,452
952,311,1,87.30584,44.2181,202408130502,19.36,73.75,0,95460,0,200.8,214.9,211.5,1,1.4,1.2,282,14060,0,0,19.21,0,449
953,311,1,87.30584,44.2181,202408130602,18.55,74.06,0,95480,0,193.5,206.5,200.2,1.2,1.5,1.4,282,14060,0,0,18.56,0,448
954,311,1,87.30584,44.2181,202408130702,17.5,77.87,0,95510,50,230.3,230.3,230.3,0.6,0.7,0.7,282,14060,0,0,17.71,0,421
955,311,1,87.30584,44.2181,202408130802,18.22,75.21,34,95520,11975,70.5,70.5,70.5,0,0.4,0.1,282,14060,0,0,18.81,0,473
956,311,1,87.30584,44.2181,202408130902,21.28,67.9,276,95590,21605,45,80.7,54.2,0.8,1.6,1.1,282,14060,0,0,22.51,0,458
957,311,1,87.30584,44.2181,202408131002,23.59,64.53,361,95620,22555,189.7,189.7,189.7,0.4,0.4,0.4,282,14060,0,0,24.87,0,450
958,311,1,87.30584,44.2181,202408131102,25.82,51.44,396,95630,74225,119.8,133.3,122.4,0,1.5,0.7,282,14060,0,0,27.45,0,411
959,311,1,87.30584,44.2181,202408131202,27.93,50.5,848,95610,54135,234.4,263.3,246.8,0.7,1.2,1,282,14060,0,0,29.47,0,387
960,311,1,87.30584,44.2181,202408131302,29.27,42.23,1607,95580,88970,115.1,129.7,122.3,0.5,1,0.7,282,14060,0,0,30.64,0,387
961,311,1,87.30584,44.2181,202408131402,30.71,40.43,696,95580,96240,241.7,292.1,272.7,0.7,1.4,1.1,282.2,14070,0.2,12,31.62,0,383
962,311,1,87.30584,44.2181,202408131502,31.89,33.85,1625,95530,99955,296.2,332.9,310.9,2.6,3.5,3,282.2,14070,0,0,32.18,0,371
963,311,1,87.30584,44.2181,202408131602,31.77,38.97,1583,95490,86660,275.1,290.3,281.6,3.8,4.8,4.2,282.2,14070,0,0,32.23,0,369
964,311,1,87.30584,44.2181,202408131702,31.02,39.39,1364,95480,62815,276.3,288.9,282.6,2.5,3.2,2.7,282.2,14070,0,0,31.64,0,374
965,311,1,87.30584,44.2181,202408131802,31.62,32.23,1002,95440,31370,240.1,263.6,253.1,1.1,1.5,1.3,282.2,14070,0,0,32.87,0,365
966,311,1,87.30584,44.2181,202408131902,31.28,38.55,398,95440,71000,209.3,231.9,221.8,0.7,1.6,1.1,282.2,14070,0,0,33.15,0,361
