incident_id,sensor_id,work_status,location_info_x,location_info_y,collect_time,air_temperature(°C),humidity(volume %),photosynthetic_effect(μmol/m²/s),atmo_pressure(Pa),light_sensor(Lux),min_wind_dir(°),max_wind_dir(°),avg_wind_dir(°),min_wind_speed(m/s),max_wind_speed(m/s),avg_wind_speed(m/s),rainfall(mm),rainfall_time(min),rainfall_extent(mm),max_rainfall_extent(mm),heat_temparature(°C),toppling_condition,co2_concentration(ppm)
566,311,1,87.30584,44.2181,202407270257,24.82,50.15,0,94730,0,232.5,232.5,232.5,0,0.5,0.4,275.4,13730,0,0,24.69,0,477
567,311,1,87.30584,44.2181,202407270357,23.46,58.56,0,94730,0,96.1,109.9,100.9,1.2,1.4,1.3,275.4,13730,0,0,23.39,0,517
568,311,1,87.30584,44.2181,202407270457,21.35,64.91,0,94750,0,198.4,198.4,198.4,0.6,0.7,0.6,275.4,13730,0,0,21.69,0,548
569,311,1,87.30584,44.2181,202407270557,21.19,65.14,0,94760,0,189.4,203.1,195.6,0.9,1.1,1,275.4,13730,0,0,21.39,0,466
570,311,1,87.30584,44.2181,202407270657,22.08,57.74,0,94780,0,200.5,206.5,203.7,1,1.2,1.1,275.4,13730,0,0,22.21,0,437
571,311,1,87.30584,44.2181,202407270757,22.59,56.86,62,94830,1055,194,212.9,203.7,0.8,1.2,1.1,275.4,13730,0,0,22.5,0,417
572,311,1,87.30584,44.2181,202407270857,23.96,53.12,313,94860,18045,153.4,153.4,153.4,0.4,0.5,0.5,275.4,13730,0,0,24.43,0,385
573,311,1,87.30584,44.2181,202407270957,26.47,52.92,626,94900,42245,202.6,260.2,245.3,0.7,1.6,1.1,275.4,13730,0,0,27.89,0,370
574,311,1,87.30584,44.2181,202407271057,28.9,54.98,954,94930,61320,224.5,237.8,228.8,1.2,2.2,1.6,275.4,13730,0,0,29.54,0,356
575,311,1,87.30584,44.2181,202407271157,31.74,43.53,1258,94930,76580,280.2,293.9,286.6,1.6,2.3,1.9,275.4,13730,0,0,32.39,0,366
576,311,1,87.30584,44.2181,202407271257,33.26,48.95,1511,94930,89450,263.6,299.5,274.1,0.8,1.7,1.2,275.4,13730,0,0,33.98,0,369
577,311,1,87.30584,44.2181,202407271357,34.79,41.15,1659,94910,98205,273.6,300.9,284.9,1,1.9,1.4,275.4,13730,0,0,35.46,0,369
578,311,1,87.30584,44.2181,202407271457,35.65,35.44,1694,94870,102910,316.5,341,327.5,2,2.3,2.2,275.4,13730,0,0,36.07,0,372
579,311,1,87.30584,44.2181,202407271557,36.65,31.77,1612,94840,104335,306,322.5,313,1,1.9,1.6,275.4,13730,0,0,37.12,0,375
580,311,1,87.30584,44.2181,202407271657,37.09,30.75,993,94810,87535,216.8,225.6,219.4,1.2,1.5,1.3,275.4,13730,0,0,38.26,0,364
581,311,1,87.30584,44.2181,202407271757,36.28,36.36,486,94810,44910,222.2,233.1,228.5,1,1.5,1.3,275.4,13730,0,0,37.39,0,360
582,311,1,87.30584,44.2181,202407271857,35.77,39.51,854,94800,95860,229.4,249.7,243.2,0.9,2.1,1.5,275.4,13730,0,0,37.71,0,363
583,311,1,87.30584,44.2181,202407271957,36.85,34.25,498,94810,60000,225.9,255.9,249.6,0.6,1.4,1.1,275.4,13730,0,0,40.17,0,371
584,311,1,87.30584,44.2181,202407272057,35.56,38.91,192,94840,35550,252.5,263.6,258.6,0.7,1.3,1.1,275.4,13730,0,0,37.55,0,384
585,311,1,87.30584,44.2181,202407272157,31.84,52.86,20,94880,7345,210.2,233.7,228.4,0.5,0.9,0.7,275.4,13730,0,0,32.42,0,408
586,311,1,87.30584,44.2181,202407272257,30.39,51.37,0,94900,40,105.9,141.3,126.2,0.7,1.1,0.9,275.4,13730,0,0,30.41,0,562
587,311,1,87.30584,44.2181,202407272357,26.55,71.75,0,94930,0,341.5,341.5,341.5,0,0.4,0.1,275.4,13730,0,0,26.94,0,424
588,311,1,87.30584,44.2181,202407280057,26.86,60.72,0,94950,0,205.8,224.9,215.5,0.8,1.1,0.9,275.4,13730,0,0,26.77,0,502
589,311,1,87.30584,44.2181,202407280157,26.01,59.91,0,94920,0,187.1,195.9,190.5,1,1.2,1.1,275.4,13730,0,0,25.93,0,458
590,311,1,87.30584,44.2181,202407280257,26.3,57.4,0,94900,0,206.5,214.6,210.7,0.9,1.1,1,275.4,13730,0,0,26.09,0,495
591,311,1,87.30584,44.2181,202407280357,23.34,72.36,0,94900,0,90,90,90,0.6,0.8,0.7,275.4,13730,0,0,23.88,0,520
592,311,1,87.30584,44.2181,202407280457,23.93,63.77,0,94870,0,218.6,218.6,218.6,0.4,0.6,0.5,275.4,13730,0,0,23.78,0,531
593,311,1,87.30584,44.2181,202407280557,23.09,66.63,0,94870,0,232.5,232.5,232.5,0.4,0.6,0.5,275.4,13730,0,0,23.11,0,467
594,311,1,87.30584,44.2181,202407280657,22.97,61.29,0,94860,0,200.4,209.2,205.4,1.4,1.7,1.6,275.4,13730,0,0,22.94,0,442
595,311,1,87.30584,44.2181,202407280757,23.23,57.56,64,94890,990,205,213.1,209.2,1.4,1.6,1.5,275.4,13730,0,0,23.1,0,421
596,311,1,87.30584,44.2181,202407280857,22.49,65.61,314,94900,20525,185.1,210,191.7,0.9,1.5,1.2,275.4,13730,0,0,23.02,0,382
597,311,1,87.30584,44.2181,202407280957,25.9,59.21,630,94910,43315,149,187.4,174.9,0.6,1.1,0.9,275.4,13730,0,0,28.13,0,372
598,311,1,87.30584,44.2181,202407281057,29.12,57.74,952,94920,60825,168.4,180,170.5,0.7,1.3,0.9,275.4,13730,0,0,30.75,0,359
599,311,1,87.30584,44.2181,202407281357,35.43,35.95,1660,94860,98095,170.5,170.5,170.5,0,0.6,0.3,275.4,13730,0,0,36.51,0,368
600,311,1,87.30584,44.2181,202407281457,36.14,29.81,1680,94810,102065,8.1,355.5,352.3,0.9,2.2,1.4,275.4,13730,0,0,37.17,0,367
601,311,1,87.30584,44.2181,202407281557,37.19,29.44,1599,94760,102715,209.5,209.5,209.5,0.3,0.7,0.5,275.4,13730,0,0,38.34,0,361
602,311,1,87.30584,44.2181,202407281957,37.85,26.47,491,94640,59140,198.4,207.9,202.5,0.7,0.9,0.8,275.4,13730,0,0,41.86,0,363
603,311,1,87.30584,44.2181,202407282057,36.96,34.21,199,94620,37980,222.6,222.6,222.6,0.6,0.8,0.7,275.4,13730,0,0,39.83,0,379
604,311,1,87.30584,44.2181,202407282157,33.38,42.37,22,94630,10875,194,198.4,196.2,0.9,1.2,1,275.4,13730,0,0,34.18,0,398
605,311,1,87.30584,44.2181,202407282257,30.2,48.93,0,94660,45,188.1,206.5,196.4,0.9,1.1,1,275.4,13730,0,0,30.1,0,543
606,311,1,87.30584,44.2181,202407282357,27.4,56.2,0,94720,0,300.9,300.9,300.9,0.4,0.6,0.5,275.4,13730,0,0,27.47,0,506
607,311,1,87.30584,44.2181,202407290057,26.29,57.91,0,94760,0,198.4,206.5,200.7,0.6,0.9,0.7,275.4,13730,0,0,26.26,0,445
608,311,1,87.30584,44.2181,202407290157,27.23,51.49,0,94850,0,266.8,294.4,273.7,2.6,4.1,3.3,275.4,13730,0,0,26.96,0,415
609,311,1,87.30584,44.2181,202407290257,26.57,54.2,0,94840,0,220,237.5,227.8,1.4,2,1.8,275.4,13730,0,0,26.38,0,434
610,311,1,87.30584,44.2181,202407290357,25.87,58.96,0,94830,0,206.5,214.9,209.1,0.8,1,0.9,275.4,13730,0,0,25.8,0,457
611,311,1,87.30584,44.2181,202407290457,25.82,55.92,0,94810,0,177.6,193.4,184.6,1,1.3,1.2,275.4,13730,0,0,26.07,0,416
612,311,1,87.30584,44.2181,202407290557,27.12,47.38,0,94770,0,275.6,288.7,281.8,1.6,2.3,1.9,275.4,13730,0,0,27.02,0,445
613,311,1,87.30584,44.2181,202407290657,24.35,57.35,0,94810,0,206.2,237,219.3,0.9,1.7,1.1,275.4,13730,0,0,24.31,0,448
614,311,1,87.30584,44.2181,202407290757,24.45,55.42,44,94830,975,224.5,243,230.7,1.4,1.9,1.6,275.4,13730,0,0,24.51,0,418
615,311,1,87.30584,44.2181,202407290857,25.12,55.47,154,94880,14795,226,251.8,238.9,1.3,1.8,1.5,275.4,13730,0,0,25.36,0,390
616,311,1,87.30584,44.2181,202407290957,26.06,57.32,573,94920,37680,249,261.8,253.6,1,1.4,1.3,275.4,13730,0,0,26.84,0,376
617,311,1,87.30584,44.2181,202407291057,29.79,55.01,921,94960,57600,136.6,188.5,161.1,0.7,1.1,0.9,275.4,13730,0,0,31.18,0,366
618,311,1,87.30584,44.2181,202407291157,32.5,48.55,1233,94940,75420,161.5,206.5,187.2,0.7,1.1,0.9,275.4,13730,0,0,33.69,0,365
619,311,1,87.30584,44.2181,202407291257,34.04,37.54,1461,94920,88015,241.3,270,254.4,1,2,1.5,275.4,13730,0,0,34.62,0,371
620,311,1,87.30584,44.2181,202407291357,35.01,35.73,1626,94860,96615,286.2,306.3,298.1,1.7,3.2,2.5,275.4,13730,0,0,35.63,0,373
621,311,1,87.30584,44.2181,202407291457,35.61,33.74,1659,94820,101295,1.3,334.7,12.5,0.8,1.4,1,275.4,13730,0,0,36.49,0,370
622,311,1,87.30584,44.2181,202407291558,36.39,31.2,1564,94770,101640,323.7,344.6,333.7,1.7,2.8,2.3,275.4,13730,0,0,36.91,0,364
623,311,1,87.30584,44.2181,202407291657,37.05,32.84,1223,94720,108190,305.5,354.2,328.9,1.4,2.8,2.4,275.4,13730,0,0,37.9,0,360
624,311,1,87.30584,44.2181,202407291757,37.11,30.78,1108,94710,90670,276.5,305.5,299.2,1.2,2.5,2.1,275.4,13730,0,0,38.37,0,362
625,311,1,87.30584,44.2181,202407291857,37.22,36.01,776,94700,73600,233.9,262.8,245.9,1,1.4,1.2,275.4,13730,0,0,39.57,0,362
626,311,1,87.30584,44.2181,202407291957,37.47,28.95,456,94660,53655,239,239,239,0.4,0.7,0.6,275.4,13730,0,0,41.05,0,360
627,311,1,87.30584,44.2181,202407292057,36.43,41.39,185,94670,30225,192.5,192.5,192.5,0,0.6,0.4,275.4,13730,0,0,39.2,0,365
628,311,1,87.30584,44.2181,202407292157,33.25,42.63,20,94670,7170,189.2,198.4,192.5,0.9,0.9,0.9,275.4,13730,0,0,34.15,0,497
629,311,1,87.30584,44.2181,202407292257,29.56,64.9,0,94690,30,334.7,334.7,334.7,0,0.4,0.2,275.4,13730,0,0,30.07,0,504
630,311,1,87.30584,44.2181,202407292357,27.96,62.71,0,94720,0,189.4,189.4,189.4,0.4,0.6,0.5,275.4,13730,0,0,28,0,527
631,311,1,87.30584,44.2181,202407300057,27.09,59.79,0,94730,0,195.2,203.7,199.4,1.4,1.7,1.6,275.4,13730,0,0,27.23,0,474
632,311,1,87.30584,44.2181,202407300157,26.29,61.81,0,94730,0,214.9,223,217.8,0.7,0.9,0.8,275.4,13730,0,0,26.15,0,545
633,311,1,87.30584,44.2181,202407300257,24.61,73.09,0,94730,0,211.7,224.9,218.2,0.9,1.1,1,275.4,13730,0,0,24.61,0,498
634,311,1,87.30584,44.2181,202407300357,24.56,68.28,0,94680,0,180,204.8,196.3,0.9,1.4,1.2,275.4,13730,0,0,24.53,0,478
635,311,1,87.30584,44.2181,202407300457,24.31,65.48,0,94670,0,204.4,210.5,207.4,1.6,1.8,1.7,275.4,13730,0,0,24.29,0,484
636,311,1,87.30584,44.2181,202407300557,23.48,67.9,0,94690,0,195.9,205.3,201.5,0.9,1.1,1,275.4,13730,0,0,23.7,0,465
637,311,1,87.30584,44.2181,202407300657,24.09,62.22,0,94730,0,270,270,270,0.6,0.7,0.6,275.4,13730,0,0,24.12,0,450
638,311,1,87.30584,44.2181,202407300757,23.91,64.74,38,94890,695,268.6,289.2,280.1,3.4,6,4.7,275.4,13730,0,0,23.86,0,427
639,311,1,87.30584,44.2181,202407300857,23.17,71.04,211,94970,7585,267.7,276.7,272,1.8,2.6,2.3,275.4,13730,0,0,23.29,0,412
640,311,1,87.30584,44.2181,202407300957,25,64.08,426,94980,32265,216.8,224.9,219.5,1.5,1.8,1.7,275.4,13730,0,0,25.93,0,385
641,311,1,87.30584,44.2181,202407301057,27.96,51.27,910,94990,54875,172.6,203.6,180.5,0.5,1.4,1,275.4,13730,0,0,29.21,0,388
642,311,1,87.30584,44.2181,202407301157,30.31,44.96,1205,94920,73285,135,161.5,141.4,0.6,0.9,0.7,275.4,13730,0,0,31.6,0,383
643,311,1,87.30584,44.2181,202407301257,31.49,42.91,1440,94900,85200,210.9,210.9,210.9,0.4,0.6,0.5,275.4,13730,0,0,32.61,0,382
644,311,1,87.30584,44.2181,202407301357,31.73,45.12,1597,94840,93870,323.7,342.3,333.6,2.3,3.3,2.9,275.4,13730,0,0,32.82,0,387
645,311,1,87.30584,44.2181,202407301457,34.2,37.58,1627,94740,99575,68.1,94.8,82.6,1.4,2.3,1.8,275.4,13730,0,0,34.95,0,401
646,311,1,87.30584,44.2181,202407301557,35.08,36.49,1533,94690,99460,27.2,51.4,44.2,1.7,2.5,2,275.4,13730,0,0,35.99,0,390
647,311,1,87.30584,44.2181,202407301657,37.07,28.75,1346,94630,93830,47.2,69.9,60.3,3.4,4.7,4,275.4,13730,0,0,37.9,0,374
648,311,1,87.30584,44.2181,202407301757,36.94,31.63,1084,94570,85455,9.4,28.2,17.1,1.3,2.6,2,275.4,13730,0,0,38.15,0,368
649,311,1,87.30584,44.2181,202407301857,36.59,31.2,839,94530,27705,0,355.2,0.8,1,1.8,1.5,275.4,13730,0,0,38.17,0,378
650,311,1,87.30584,44.2181,202407301957,37.35,31.59,373,94480,55295,0,0,0,0,0.7,0.4,275.4,13730,0,0,40.78,0,360
651,311,1,87.30584,44.2181,202407302057,35.09,45.26,173,94450,31685,231.3,251.5,246.7,0.6,0.9,0.8,275.4,13730,0,0,37.5,0,400
652,311,1,87.30584,44.2181,202407302157,31.72,60.5,13,94460,3165,210.9,210.9,210.9,0,0.3,0.1,275.4,13730,0,0,31.95,0,412
653,311,1,87.30584,44.2181,202407302257,30.6,49.13,0,94480,20,265.7,274.7,270.1,1.7,2.1,1.9,275.4,13730,0,0,30.61,0,420
654,311,1,87.30584,44.2181,202407302357,29.62,49.99,0,94570,0,276.1,294.4,286,1.3,1.7,1.5,275.4,13730,0,0,29.65,0,403
655,311,1,87.30584,44.2181,202407310057,29.45,48.05,0,94730,0,241.1,279.9,259.1,3.7,6.5,5.1,277,13810,1.6,36,22.77,0,411
656,311,1,87.30584,44.2181,202407310157,28.87,53.46,0,94820,0,233.1,250.6,238.4,1.4,2.1,1.7,277.2,13820,0.2,12,28.88,0,402
657,311,1,87.30584,44.2181,202407310257,28.58,48.04,0,94800,0,293.8,307.7,300.3,2.6,3.8,3.3,277.2,13820,0,0,28.56,0,399
658,311,1,87.30584,44.2181,202407310357,26.9,49.56,0,94940,0,246.8,307.4,269.9,3.2,4.3,3.9,277.2,13820,0,0,26.86,0,391
659,311,1,87.30584,44.2181,202407310457,26.62,53.39,0,95070,0,279,305.7,296.1,3,6.7,4.7,277.2,13820,0,0,26.57,0,402
660,311,1,87.30584,44.2181,202407310557,25.08,61.34,0,95170,0,262.6,284.3,278.2,3.2,6.2,5,277.2,13820,0,0,25.07,0,398
661,311,1,87.30584,44.2181,202407310657,24.17,64.77,0,95180,0,273.1,289.7,279.6,1.7,2.5,2.1,277.2,13820,0,0,24.23,0,424
662,311,1,87.30584,44.2181,202407310757,21.08,89.18,12,95230,190,180,180,180,0.4,0.6,0.5,280,13960,2.8,24,20.41,0,445
663,311,1,87.30584,44.2181,202407310857,21.47,90.24,142,95230,2225,163.3,187.1,170.4,0.8,1.4,1,280,13960,0,0,21.26,0,424
664,311,1,87.30584,44.2181,202407310957,22.74,86.15,348,95220,11355,95.4,128.6,114.6,0.8,1.3,1.1,280,13960,0,0,23.17,0,404
665,311,1,87.30584,44.2181,202407311057,24.16,81.97,475,95250,24860,116.5,144.4,128.7,0.9,1.3,1.1,280,13960,0,0,25.07,0,384
666,311,1,87.30584,44.2181,202407311157,26.05,74.55,434,95280,46765,180,219.2,200.7,1.2,1.5,1.3,280,13960,0,0,27.09,0,386
667,311,1,87.30584,44.2181,202407311257,26.54,68.19,1445,95280,18970,239,239,239,0,0.7,0.3,280,13960,0,0,27.61,0,376
668,311,1,87.30584,44.2181,202407311357,28.42,58.89,974,95290,115915,305.4,327.9,318.9,3.3,5.2,4,280,13960,0,0,29.01,0,392
669,311,1,87.30584,44.2181,202407311457,27.87,60.59,678,95250,68935,276,310.5,291.2,2.4,4.1,3.3,280,13960,0,0,28.53,0,389
670,311,1,87.30584,44.2181,202407311557,26.79,64,645,95270,29090,310.6,331.7,320.3,1.2,2.8,2.2,280,13960,0,0,27.3,0,381
671,311,1,87.30584,44.2181,202407311657,26.94,61.11,882,95200,60855,247.3,270.7,260.4,1.2,2.1,1.7,280,13960,0,0,27.61,0,379
672,311,1,87.30584,44.2181,202407311757,28.32,52.46,788,95140,37205,254.2,276.2,264.5,0.7,1.2,0.9,280,13960,0,0,29.69,0,376
673,311,1,87.30584,44.2181,202407311857,28.61,51.7,821,95100,40585,133.1,155.2,143.2,0.8,1.5,1,280,13960,0,0,30.21,0,378
674,311,1,87.30584,44.2181,202407311957,27.97,55.02,298,95080,26865,174.2,195.5,180.2,0.9,1.7,1.3,280,13960,0,0,28.88,0,371
675,311,1,87.30584,44.2181,202407312057,27.99,56.34,244,95070,24420,173.4,180,176.5,1.2,1.7,1.4,280,13960,0,0,29.58,0,382
676,311,1,87.30584,44.2181,202407312157,27.99,55.13,23,95070,10315,149,149,149,0.4,0.8,0.5,280,13960,0,0,29.1,0,394
677,311,1,87.30584,44.2181,202407312257,26.71,57.44,0,95100,30,149,162,152.4,0.8,1,0.8,280,13960,0,0,26.5,0,417
678,311,1,87.30584,44.2181,202407312357,25.37,61.95,0,95120,0,163,163,163,0,0.6,0.4,280,13960,0,0,25.26,0,418
679,311,1,87.30584,44.2181,202408010057,25.15,58.39,0,95130,0,161.5,189.4,174.3,0.7,1,0.8,280,13960,0,0,24.89,0,484
680,311,1,87.30584,44.2181,202408010157,22.03,72.18,0,95130,0,198.4,219.7,211.8,0.7,1.2,1,280,13960,0,0,22,0,477
681,311,1,87.30584,44.2181,202408010257,21.6,74.82,0,95120,0,185.3,195.9,190.6,1,1.1,1,280,13960,0,0,21.39,0,489
682,311,1,87.30584,44.2181,202408010357,20.58,77.19,0,95080,0,206.5,224,212.4,0.5,1,0.8,280,13960,0,0,20.47,0,482
683,311,1,87.30584,44.2181,202408010457,20.19,76.48,0,95070,0,220.5,220.5,220.5,0,0.4,0.1,280,13960,0,0,20.17,0,476
684,311,1,87.30584,44.2181,202408010557,20.49,72.83,0,95050,0,201.8,212.6,205.1,1.3,1.5,1.4,280,13960,0,0,20.43,0,467
685,311,1,87.30584,44.2181,202408010657,19.3,77.22,0,95060,0,207.5,221.3,217,1.1,1.3,1.2,280,13960,0,0,19.23,0,452
686,311,1,87.30584,44.2181,202408010757,19.14,76.65,53,95100,735,209,218,212.5,1.2,1.4,1.3,280,13960,0,0,19.14,0,431
687,311,1,87.30584,44.2181,202408010857,20.32,73.79,304,95120,16670,195.9,218.6,203.8,0.8,1,0.9,280,13960,0,0,20.69,0,415
688,311,1,87.30584,44.2181,202408010957,24.29,67.41,178,95110,40520,131.6,131.6,131.6,0,0.4,0.1,280,13960,0,0,26.15,0,413
689,311,1,87.30584,44.2181,202408011057,26.78,56.11,952,95130,59405,74.7,95.7,81.9,1.1,1.7,1.4,280,13960,0,0,28.1,0,409
690,311,1,87.30584,44.2181,202408011157,29.2,49.21,1273,95110,75975,128.6,128.6,128.6,0.6,0.7,0.6,280,13960,0,0,30.86,0,397
691,311,1,87.30584,44.2181,202408011257,30.88,40.02,1373,95090,74120,141.9,187.1,151.7,0.8,1.6,1.3,280,13960,0,0,32.06,0,391
692,311,1,87.30584,44.2181,202408011357,31.51,37.93,1687,95030,100610,66.9,120.1,99.9,1.3,2,1.6,280,13960,0,0,32.35,0,393
693,311,1,87.30584,44.2181,202408011457,32.67,35.79,1702,94980,102985,65.7,105.9,87.3,1.1,1.7,1.4,280,13960,0,0,33.57,0,385
694,311,1,87.30584,44.2181,202408011557,33.43,31.44,1568,94920,102715,208.9,237.5,229.8,1.5,2.2,1.8,280,13960,0,0,34.18,0,388
695,311,1,87.30584,44.2181,202408011657,33.58,30.23,1396,94860,97940,0,358.8,355.7,0.7,1.6,1.2,280,13960,0,0,34.62,0,391
696,311,1,87.30584,44.2181,202408011957,34.48,25.02,469,94740,57830,229,243.4,238.4,0.6,1,0.9,280,13960,0,0,38.06,0,374
697,311,1,87.30584,44.2181,202408012057,33.11,40.88,185,94730,37025,189.4,189.4,189.4,0.4,0.6,0.5,280,13960,0,0,35.69,0,398
698,311,1,87.30584,44.2181,202408012157,29.9,36.91,19,94730,11730,210.9,210.9,210.9,0.6,0.8,0.7,280,13960,0,0,30.89,0,476
699,311,1,87.30584,44.2181,202408012257,26.23,59.75,0,94750,30,251,251,251,0.6,0.7,0.6,280,13960,0,0,25.99,0,453
700,311,1,87.30584,44.2181,202408012357,26.27,42.64,0,94750,0,180,191.3,186.3,0.9,1.3,1.1,280,13960,0,0,25.95,0,485
701,311,1,87.30584,44.2181,202408020057,24.1,51.22,0,94750,0,192,207.6,199.3,1,1.3,1.1,280,13960,0,0,23.92,0,456
702,311,1,87.30584,44.2181,202408020157,22.66,51.17,0,94720,0,195.9,203.9,198.3,0.7,1,0.8,280,13960,0,0,22.42,0,486
703,311,1,87.30584,44.2181,202408020257,21.63,53.46,0,94680,0,218.6,218.6,218.6,0.5,0.7,0.6,280,13960,0,0,21.29,0,456
704,311,1,87.30584,44.2181,202408020357,20.49,56.66,0,94670,0,204.4,219.7,210,0.8,1,0.9,280,13960,0,0,20.26,0,524
705,311,1,87.30584,44.2181,202408020457,18.13,72.19,0,94670,0,218.6,218.6,218.6,0.4,0.6,0.5,280,13960,0,0,18.18,0,504
706,311,1,87.30584,44.2181,202408020557,19.11,64.77,0,94640,0,181.5,181.5,181.5,0,0.7,0.5,280,13960,0,0,18.98,0,575
707,311,1,87.30584,44.2181,202408020657,18.43,64.01,0,94650,0,51.9,74.2,60.4,1.4,2.1,1.8,280,13960,0,0,18.48,0,566
708,311,1,87.30584,44.2181,202408020757,18.01,71.31,53,94670,740,171.8,171.8,171.8,0,0.4,0.3,280,13960,0,0,17.73,0,542
709,311,1,87.30584,44.2181,202408020857,18.08,76.12,311,94670,17965,198.9,208.5,206.6,0.7,0.8,0.7,280,13960,0,0,18.68,0,449
710,311,1,87.30584,44.2181,202408020957,22.85,60.07,145,94680,41065,180,216.8,197.1,0.9,1.1,1,280,13960,0,0,24.61,0,397
711,311,1,87.30584,44.2181,202408021057,26.25,57.45,963,94680,59470,218.6,218.6,218.6,0.4,0.7,0.6,280,13960,0,0,27.59,0,383
712,311,1,87.30584,44.2181,202408021157,29.16,44.73,1267,94650,74960,199.4,218.6,204.5,0.7,1.2,0.9,280,13960,0,0,30.25,0,380
713,311,1,87.30584,44.2181,202408021257,31.57,45.18,1510,94600,87355,190,191,190.5,0.5,0.9,0.7,280,13960,0,0,32.44,0,390
714,311,1,87.30584,44.2181,202408021357,34.41,32.88,1660,94550,96165,161,180,169.4,0.7,1.1,0.9,280,13960,0,0,35,0,393
715,311,1,87.30584,44.2181,202408021457,35.3,26.22,1689,94490,100755,45,75,56.7,1.8,2.6,2.1,280,13960,0,0,35.92,0,389
716,311,1,87.30584,44.2181,202408021557,35.47,24.23,1594,94420,100680,109.2,132.4,120.5,1.4,1.9,1.7,280,13960,0,0,36.28,0,389
717,311,1,87.30584,44.2181,202408021957,36.08,28.36,446,94330,58915,188.9,218.6,197,0.7,1.3,1,280,13960,0,0,39.43,0,375
718,311,1,87.30584,44.2181,202408022057,33.67,44.71,194,94350,25725,231.3,231.3,231.3,0.5,0.7,0.6,280,13960,0,0,35.74,0,384
719,311,1,87.30584,44.2181,202408022157,31.28,39.68,11,94390,9640,198.4,205.2,199.8,0.7,0.9,0.8,280,13960,0,0,31.95,0,458
720,311,1,87.30584,44.2181,202408022257,28.62,40.54,0,94450,15,195.9,203.1,200.7,1,1.1,1,280,13960,0,0,28.19,0,487
721,311,1,87.30584,44.2181,202408022357,26.48,49.6,0,94510,0,218.6,218.6,218.6,0,0.5,0.4,280,13960,0,0,26.26,0,456
722,311,1,87.30584,44.2181,202408030057,26.21,43.77,0,94510,0,229.6,243.4,236.5,1.5,1.9,1.8,280,13960,0,0,26.28,0,444
723,311,1,87.30584,44.2181,202408030157,26.01,46.76,0,94530,0,255,267.9,260.8,1.4,1.9,1.6,280,13960,0,0,25.93,0,445
724,311,1,87.30584,44.2181,202408030257,25.54,49.72,0,94570,0,254.4,273.1,263.9,2.3,2.8,2.6,280,13960,0,0,25.62,0,414
725,311,1,87.30584,44.2181,202408030357,26.81,44.39,0,94570,0,270,286.2,276.9,1.7,2.6,2.1,280,13960,0,0,26.77,0,419
726,311,1,87.30584,44.2181,202408030457,26.08,48.22,0,94660,0,259.1,275.1,266.1,1.6,2.4,1.8,280,13960,0,0,26.05,0,420
727,311,1,87.30584,44.2181,202408030557,26.08,48.22,0,94660,0,239.6,270,254.9,0.8,1.1,1,280,13960,0,0,26.17,0,420
728,311,1,87.30584,44.2181,202408030657,25.93,49.05,0,94680,0,90,90,90,0.4,0.6,0.5,280,13960,0,0,26.26,0,427
729,311,1,87.30584,44.2181,202408030757,25.01,52.58,25,94710,215,186.5,186.5,186.5,0.4,0.7,0.5,280,13960,0,0,25.26,0,405
730,311,1,87.30584,44.2181,202408030857,25.47,52.68,282,94720,7950,230.1,236.3,233.7,0.8,1.1,1,280,13960,0,0,25.44,0,405
731,311,1,87.30584,44.2181,202408030957,29.7,45.16,174,94770,59670,189.7,198.4,193.5,0.6,0.9,0.7,280,13960,0,0,31.25,0,382
732,311,1,87.30584,44.2181,202408031057,31.6,39.69,937,94750,74995,305,315,308.2,0.6,1,0.7,280,13960,0,0,32.58,0,380
733,311,1,87.30584,44.2181,202408031157,33.03,36.12,1245,94740,87645,224.9,236.3,229.3,0.9,1.2,1,280,13960,0,0,34.2,0,379
734,311,1,87.30584,44.2181,202408031257,34.26,29.64,1482,94710,97030,261.8,261.8,261.8,0.3,0.7,0.5,280,13960,0,0,35.2,0,384
735,311,1,87.30584,44.2181,202408031357,35.05,32.75,1620,94660,101410,336.3,348.1,338.4,0.6,1.2,0.9,280,13960,0,0,36.07,0,381
736,311,1,87.30584,44.2181,202408031457,35.46,28.32,1650,94630,101445,189.4,220.6,216.4,0.6,1.3,1,280,13960,0,0,36.44,0,387
737,311,1,87.30584,44.2181,202408031557,36.13,29.52,1558,94580,96165,309.8,345,326.4,1.1,2.5,1.9,280,13960,0,0,36.88,0,378
738,311,1,87.30584,44.2181,202408031657,36.52,28.31,1361,94550,87170,302.9,317.1,311.1,1.9,3.2,2.6,280,13960,0,0,37.77,0,382
739,311,1,87.30584,44.2181,202408031757,36.88,26.11,1087,94520,73875,239,270,256.2,0.6,0.9,0.8,280,13960,0,0,39.4,0,387
740,311,1,87.30584,44.2181,202408031857,36.78,29.71,769,94530,56690,233.1,261.8,239.1,0.7,1.3,1.1,280,13960,0,0,40.2,0,380
741,311,1,87.30584,44.2181,202408031957,35.42,29.07,445,94540,35055,239,246.8,242.8,0.7,1.1,0.9,280,13960,0,0,37.52,0,379
742,311,1,87.30584,44.2181,202408032057,32.22,36.95,170,94580,5925,195.9,204.7,200.1,0.9,1,1,280,13960,0,0,32.82,0,397
743,311,1,87.30584,44.2181,202408032157,27.53,61.27,9,94690,15,210.9,221.6,211.6,0.7,0.8,0.8,280,13960,0,0,27.17,0,493
