date,rain(mm/day),wind(km/d),daily_mean_temperature(°C),tmax(°C),tmin(°C),srad(MJ/(m2*day))
19980830,0.0,1.8,28.2,34.7,22.5,21.79
19980831,0.0,0.3,26.5,32.5,21.3,21.84
19980901,0.0,0.0,26.1,33.2,18.7,23.08
19980902,0.0,1.8,26.6,33.6,19.2,22.97
19980903,0.0,0.5,26.9,35.2,18.6,23.01
19980904,0.0,2.0,27.6,36.3,20.2,22.75
19980905,0.0,1.5,30.0,38.2,24.1,22.64
19980906,0.0,1.0,29.2,35.6,22.6,20.05
19980907,0.0,1.3,26.9,33.0,20.2,21.11
19980908,0.0,2.5,23.6,30.6,19.1,19.26
19980909,0.3,3.3,18.9,24.3,16.0,6.05
19980910,0.6,1.0,18.5,24.2,13.8,22.21
19980911,0.0,1.5,18.8,24.8,13.4,21.37
19980912,0.0,1.0,18.5,23.4,13.7,21.39
19980913,0.0,0.8,18.3,24.0,11.5,21.41
19980914,0.0,3.3,17.5,22.7,14.0,15.24
19980915,2.4,1.3,13.6,18.6,12.4,7.29
19980916,8.1,2.0,8.1,12.7,1.7,11.84
19980917,0.1,1.3,5.7,9.2,4.0,10.09
19980918,0.0,1.0,9.1,15.7,3.1,20.93
19980919,0.0,0.8,11.3,20.1,4.6,20.25
19980920,0.0,0.8,13.7,20.4,7.7,17.52
19980921,0.0,0.3,17.5,26.5,11.3,16.45
19980922,0.0,1.5,22.1,31.3,15.0,18.23
19980923,0.0,1.5,22.5,29.4,15.9,19.99
19980924,0.0,1.5,20.5,26.2,15.2,19.59
19980925,0.0,0.5,18.8,29.8,11.8,19.33
19980926,0.0,0.5,22.9,30.0,15.5,18.8
19980927,0.0,2.0,22.0,26.9,15.4,18.66
19980928,0.1,1.3,17.2,24.8,14.1,11.61
19980929,0.1,0.8,13.5,17.1,11.2,5.02
19980930,0.0,1.3,12.0,17.9,6.4,18.65
19981001,0.0,0.0,12.6,20.0,6.5,18.13
19981002,0.0,0.8,13.8,21.3,7.5,17.99
19981003,0.0,1.0,15.2,23.5,9.0,17.98
19981004,0.0,0.3,17.1,25.8,10.4,16.96
19981005,0.0,1.5,19.3,27.4,12.4,16.7
19981006,0.0,2.0,17.7,24.5,12.4,15.33
19981007,0.4,0.5,14.8,20.4,11.5,10.77
19981008,0.0,0.8,15.3,23.4,7.5,17.04
19981009,0.0,1.3,15.3,21.0,9.2,15.93
19981010,0.3,2.5,8.4,18.0,5.7,4.45
19981011,0.3,1.8,5.4,7.1,3.5,4.4
19981012,0.4,0.8,6.7,10.9,2.3,16.6
19981013,0.0,0.5,5.9,13.6,-0.2,15.99
19981014,0.0,0.8,8.1,16.7,3.1,15.97
19981015,0.1,0.5,10.9,14.3,5.1,8.15
19981016,0.0,1.0,10.1,17.2,3.4,15.23
19981017,0.0,0.5,8.7,16.3,4.3,14.98
19981018,0.0,1.0,10.2,18.2,3.5,14.62
19981019,0.0,1.0,11.7,22.6,5.9,14.37
19981020,0.0,0.8,8.2,13.9,3.1,14.36
19981021,0.0,0.8,6.9,13.3,1.3,14.0
19981022,0.5,0.0,7.9,14.6,2.8,8.36
19981023,3.5,0.8,7.2,11.0,5.0,9.92
19981024,0.0,0.3,5.1,11.9,0.2,13.83
19981025,0.0,0.5,6.0,13.2,0.8,13.06
19981026,0.0,0.5,8.5,14.6,4.0,12.51
19981027,0.0,0.0,8.0,15.2,2.1,12.07
19981028,0.0,1.0,8.1,13.7,2.9,12.38
19981029,0.0,1.0,7.3,12.9,2.6,12.67
19981030,0.0,0.8,7.9,14.4,3.1,12.55
19981031,0.0,0.0,6.9,14.2,1.9,12.43
19981101,0.0,0.0,7.6,16.7,1.3,11.7
19981102,0.0,0.3,8.7,15.2,3.8,11.99
19981103,0.0,0.5,8.4,18.4,2.1,11.58
19981104,0.0,1.0,11.1,18.2,3.7,10.38
19981105,0.0,0.8,6.8,12.6,2.8,10.18
19981106,0.0,0.3,8.3,14.3,2.8,10.27
19981107,0.0,0.3,6.7,12.7,1.9,10.56
19981108,0.0,0.8,6.8,13.4,0.6,10.36
19981109,0.0,0.5,7.4,14.6,1.7,10.26
19981110,0.0,0.5,6.4,13.1,1.8,10.07
19981111,0.0,2.3,7.6,11.6,1.7,9.13
19981112,0.0,1.8,7.2,12.2,2.7,8.67
19981113,0.7,1.0,3.6,8.4,2.1,2.9
19981114,5.8,2.3,-1.8,2.6,-4.5,2.86
19981115,0.1,0.3,-6.3,-3.4,-9.7,9.78
19981116,0.1,0.8,-8.9,-6.0,-12.8,7.19
19981117,0.0,0.5,-8.1,-4.5,-11.4,4.54
19981118,0.0,0.3,-5.7,-2.0,-8.9,6.96
19981119,0.0,0.5,-3.6,-0.1,-6.5,4.97
19981120,0.0,1.3,1.0,7.0,-3.3,7.97
19981121,0.0,1.0,-0.5,3.4,-3.3,5.83
19981122,0.0,0.8,3.3,5.6,0.8,5.26
19981123,0.0,1.5,1.0,3.8,-0.9,4.79
19981124,0.1,0.3,0.4,2.3,-0.5,2.55
19981125,0.8,1.0,-3.0,-0.2,-5.7,2.52
19981126,0.3,1.3,-2.7,-0.4,-4.9,8.16
19981127,0.0,1.0,-3.5,-0.7,-6.4,4.62
19981128,0.1,1.0,-4.0,-1.9,-5.7,4.01
19981129,2.2,0.5,-2.7,-0.5,-4.4,2.43
19981130,1.3,0.5,-8.7,-2.9,-11.4,2.4
19981201,0.1,0.5,-12.7,-10.7,-13.7,7.54
19981202,0.2,0.5,-14.9,-12.9,-16.7,4.45
19981203,0.1,0.0,-11.8,-8.2,-15.1,2.34
19981204,0.1,0.5,-8.8,-5.2,-12.4,5.42
19981205,3.4,0.5,-5.0,0.0,-9.6,2.31
19981206,0.1,1.0,-11.8,-4.8,-15.1,6.46
19981207,0.2,0.5,-10.6,-5.8,-14.2,6.81
19981208,0.0,0.0,-10.7,-4.8,-12.9,7.4
19981209,0.0,0.3,-10.1,-7.0,-12.8,4.26
19981210,0.1,0.0,-12.4,-9.6,-14.4,2.23
19981211,0.0,0.8,-8.7,-4.5,-12.4,3.84
19981212,0.1,1.3,-7.5,-3.1,-9.7,5.9
19981213,0.0,1.0,-9.0,-6.4,-11.4,5.49
19981214,0.1,0.8,-11.1,-8.0,-13.0,4.64
19981215,0.5,0.3,-10.4,-4.7,-14.7,2.95
19981216,0.0,0.8,-7.7,-5.6,-10.1,3.93
19981217,2.3,0.5,-4.1,-2.0,-8.5,2.17
19981218,0.1,0.0,-6.9,-4.4,-8.2,2.17
19981219,0.1,1.3,-7.5,-5.0,-9.4,2.17
19981220,1.6,0.0,-4.6,-2.2,-7.5,2.16
19981221,1.5,0.0,-3.7,-1.1,-4.9,2.16
19981222,0.1,0.5,-5.7,-3.9,-6.8,2.16
19981223,0.1,0.0,-6.5,-5.6,-7.4,2.16
19981224,0.2,0.0,-8.0,-6.1,-8.9,2.16
19981225,0.2,0.0,-9.6,-8.2,-10.4,2.17
19981226,1.7,0.0,-7.5,-4.4,-10.6,2.17
19981227,0.1,0.3,-11.9,-6.5,-15.3,3.77
19981228,0.1,0.0,-13.1,-10.2,-16.0,4.54
19981229,0.0,0.5,-14.1,-8.5,-17.2,6.61
19981230,0.1,0.0,-11.6,-6.0,-16.5,3.8
19981231,0.6,0.0,-6.0,-1.7,-8.7,4.04
19990101,0.3,0.0,-10.5,-6.5,-13.9,4.29
19990102,0.1,1.7,-12.2,-7.0,-17.7,2.22
19990103,8.8,1.3,-5.4,-3.1,-8.3,4.63
19990104,1.5,1.0,-9.0,-6.3,-12.4,2.25
19990105,1.6,0.0,-14.1,-7.8,-17.7,4.37
19990106,0.1,0.0,-15.4,-12.5,-17.9,6.5
19990107,0.1,0.0,-17.5,-14.4,-19.5,7.33
19990108,0.0,0.7,-16.9,-10.7,-20.5,7.05
19990109,0.0,0.0,-17.2,-10.9,-19.9,6.14
19990110,0.0,0.7,-19.6,-17.4,-21.2,6.66
19990111,0.0,0.7,-18.5,-12.1,-21.5,7.75
19990112,0.0,0.0,-17.2,-12.0,-20.3,5.62
19990113,0.0,0.0,-17.0,-12.6,-20.2,7.37
19990114,0.0,0.7,-16.3,-12.6,-20.5,7.17
19990115,0.0,0.7,-12.8,-8.8,-16.1,5.33
19990116,0.0,0.3,-13.2,-9.2,-15.4,6.79
19990117,0.3,0.7,-13.0,-9.0,-15.6,5.67
19990118,3.1,0.0,-11.0,-8.0,-12.4,5.05
19990119,0.1,0.7,-15.7,-11.8,-18.9,6.7
19990120,0.0,0.0,-14.9,-11.0,-18.6,7.61
19990121,0.0,0.3,-14.6,-6.9,-18.9,7.85
19990122,0.1,1.3,-14.0,-11.0,-17.5,3.51
19990123,0.0,0.3,-9.5,-3.8,-16.5,2.67
19990124,0.0,1.7,-8.2,-4.9,-10.5,9.3
19990125,0.0,0.7,-9.4,-4.5,-13.4,8.41
19990126,0.0,0.7,-8.3,-2.1,-11.8,8.4
19990127,0.0,0.3,-8.7,-3.5,-12.8,9.65
19990128,0.0,0.7,-9.2,-3.7,-12.4,8.74
19990129,0.0,1.0,-9.9,-6.5,-12.4,6.99
19990130,0.1,0.3,-11.3,-7.3,-15.0,7.53
19990131,0.1,1.0,-12.8,-9.3,-15.0,9.47
19990201,0.2,0.0,-13.6,-10.5,-15.2,9.18
19990202,0.1,0.3,-13.4,-7.8,-16.5,9.56
19990203,0.0,0.0,-11.6,-7.0,-14.4,9.27
19990204,0.1,1.0,-12.7,-8.5,-16.2,9.08
19990205,0.1,1.3,-11.9,-4.6,-16.0,9.07
19990206,0.0,0.7,-10.3,-5.2,-13.0,8.87
19990207,0.0,0.7,-9.1,-4.8,-13.4,8.37
19990208,0.0,0.0,-6.7,-3.1,-10.5,10.35
19990209,0.1,0.7,-10.2,-6.5,-13.6,7.74
19990210,0.0,0.0,-8.1,-3.9,-12.1,10.77
19990211,0.0,0.7,-6.0,-1.6,-10.0,10.67
19990212,0.0,0.3,-5.2,-1.1,-9.1,9.65
19990213,0.0,1.3,-3.6,1.4,-7.3,11.73
19990214,0.0,0.0,-5.1,-1.2,-7.4,10.9
19990215,0.1,1.7,-0.7,4.7,-6.3,7.51
19990216,0.2,1.7,-1.8,1.8,-4.4,6.2
19990217,0.0,2.0,-6.4,-1.8,-10.6,10.69
19990218,0.0,0.7,-8.3,-4.7,-10.9,11.67
19990219,0.0,0.7,-6.7,-3.0,-9.2,11.13
19990220,0.0,0.7,-5.5,-1.6,-9.0,12.12
19990221,0.0,1.7,-4.3,-0.5,-7.5,12.02
19990222,0.0,0.7,-4.3,0.3,-7.4,12.02
19990223,0.0,0.0,-0.6,5.4,-4.0,5.91
19990224,0.1,1.0,2.3,3.6,0.7,4.03
19990225,0.2,1.7,0.1,1.6,-0.8,4.09
19990226,0.1,0.3,0.8,3.4,-0.6,4.14
19990227,0.0,1.0,0.5,2.1,-1.1,4.19
19990228,0.1,0.0,-0.3,0.9,-1.0,4.24
19990301,0.0,0.7,-0.5,0.5,-1.4,4.29
19990302,0.1,1.0,0.5,3.5,-1.4,8.42
19990303,0.2,1.7,0.6,2.3,-0.9,4.4
19990304,1.3,2.0,0.2,4.7,-4.0,14.17
19990305,0.2,2.0,-1.6,2.5,-3.7,5.24
19990306,0.0,1.3,-2.9,-1.0,-4.7,7.4
19990307,2.1,1.7,-1.0,2.9,-4.9,15.04
19990308,0.3,1.7,-2.5,-0.6,-4.2,5.67
19990309,0.1,1.7,-2.2,0.0,-4.3,9.0
19990310,0.0,1.3,-2.3,0.6,-5.2,10.48
19990311,0.1,2.7,-1.8,0.2,-3.5,5.47
19990312,0.1,1.7,-1.0,2.6,-5.4,17.6
19990313,0.0,2.0,-1.2,4.3,-5.4,16.58
19990314,0.0,1.7,-1.2,1.6,-3.1,6.81
19990315,0.1,3.3,-1.2,1.5,-1.8,8.98
19990316,1.0,3.0,-6.6,-1.2,-9.7,10.9
19990317,0.0,1.3,-8.1,-3.2,-12.1,18.82
19990318,0.0,1.3,-6.3,-1.3,-10.5,19.22
19990319,0.0,1.7,-3.8,0.9,-6.8,17.21
19990320,0.0,2.0,-3.5,2.9,-8.8,20.58
19990321,0.0,1.3,-1.3,3.9,-5.3,17.87
19990322,0.0,0.0,2.0,9.3,-3.7,18.81
19990323,1.9,2.0,-1.1,7.7,-4.3,6.03
19990324,0.0,1.7,-2.6,1.9,-6.4,17.68
19990325,0.0,1.7,-0.9,3.9,-5.3,19.47
19990326,0.0,0.7,0.1,6.1,-5.4,20.29
19990327,0.0,1.3,2.7,9.5,-2.9,20.14
19990328,0.0,1.0,5.8,13.1,-0.1,19.0
19990329,0.0,2.3,8.5,15.2,3.6,19.68
19990330,9.5,2.3,5.2,11.6,0.6,13.4
19990331,4.2,1.7,2.6,7.1,-0.6,15.06
19990401,0.0,1.0,2.8,8.7,-2.4,21.33
19990402,0.0,1.3,8.5,13.9,4.1,18.13
19990403,0.0,0.3,10.1,17.3,3.4,22.01
19990404,0.0,2.0,14.2,21.2,6.7,22.42
19990405,0.0,1.3,13.9,20.7,9.0,19.76
19990406,0.0,1.0,16.0,21.4,10.0,20.46
19990407,0.0,1.7,16.3,23.5,10.0,21.45
19990408,0.1,3.0,9.9,20.7,5.5,8.67
19990409,4.7,0.3,7.3,9.6,4.8,6.8
19990410,0.0,1.3,11.0,17.4,6.0,19.98
19990411,0.0,0.7,12.4,18.9,5.5,22.18
19990412,0.0,1.3,13.9,19.4,9.3,19.43
19990413,0.0,2.0,16.3,21.7,11.0,23.74
19990414,0.0,2.3,16.2,21.6,9.4,23.85
19990415,0.0,2.3,17.9,23.5,12.7,19.55
19990416,0.0,0.7,18.5,23.4,13.8,18.72
19990417,0.1,1.0,19.3,24.7,15.0,21.25
19990418,0.0,2.0,18.4,24.1,13.6,19.2
19990419,0.0,2.0,20.1,27.0,13.0,25.12
19990420,0.1,2.3,16.4,25.0,12.9,14.42
19990421,0.0,0.3,17.7,27.4,8.9,25.01
19990422,0.9,2.3,14.7,25.2,5.2,12.69
19990423,17.5,1.3,0.0,5.3,-1.4,6.99
19990424,0.3,1.7,1.6,4.1,-0.7,13.74
19990425,0.0,1.3,5.5,12.4,-0.6,25.21
19990426,0.0,1.3,9.7,16.8,3.0,25.61
19990427,0.0,2.7,13.1,20.2,6.4,25.53
19990428,0.0,1.7,15.9,21.8,9.5,21.52
19990429,0.1,1.3,16.7,23.4,10.7,19.86
19990430,0.1,1.0,16.3,21.3,11.1,20.87
19990501,0.7,1.0,14.6,20.5,10.0,23.79
19990502,0.0,2.0,16.7,23.9,10.0,26.88
19990503,0.0,1.3,21.7,27.3,14.0,26.47
19990504,0.0,1.0,19.3,26.2,13.7,19.85
19990505,0.1,0.7,20.9,27.7,13.0,26.61
19990506,0.0,1.3,22.8,30.1,15.0,27.32
19990507,0.0,0.7,24.1,30.0,20.0,25.15
19990508,0.0,2.3,24.8,32.4,18.4,27.61
19990509,0.0,1.0,26.3,35.0,17.3,27.2
19990510,0.1,1.7,25.5,33.5,22.3,19.37
19990511,2.4,2.0,20.8,27.0,15.0,21.52
19990512,0.0,1.0,20.6,25.5,14.2,25.44
19990513,0.1,2.3,17.5,24.6,13.2,7.72
19990514,0.1,1.0,15.6,18.5,13.8,7.75
19990515,0.0,1.0,14.9,18.1,12.4,15.71
19990516,0.0,0.0,18.4,25.4,11.5,25.15
19990517,0.0,1.0,20.7,26.3,16.3,27.31
19990518,0.0,0.7,23.0,30.0,15.0,29.14
19990519,9.0,2.3,18.7,29.4,14.4,23.34
19990520,0.0,0.7,19.2,25.2,12.2,29.72
19990521,0.0,0.3,20.9,28.0,13.5,29.28
19990522,0.0,1.3,23.9,31.6,16.1,28.5
19990523,0.0,2.3,23.4,31.1,16.0,27.4
19990524,0.0,3.0,20.1,27.2,12.3,28.09
19990525,0.0,1.7,20.3,26.1,14.8,22.41
19990526,0.0,1.7,22.1,28.3,15.8,28.0
19990527,3.1,2.0,17.6,27.2,13.7,10.52
19990528,0.1,2.3,18.6,21.0,16.0,9.4
19990529,0.0,3.0,19.7,24.8,14.9,26.29
19990530,0.1,2.0,21.1,26.3,15.9,22.38
19990531,0.0,1.7,22.9,29.7,15.5,30.28
19990601,0.0,1.7,25.7,32.5,18.7,30.3
19990602,0.0,0.7,23.8,31.5,20.2,26.72
19990603,0.0,4.0,24.1,30.8,17.9,26.41
19990604,0.0,2.0,24.1,29.9,17.8,29.55
19990605,0.0,0.7,23.9,28.8,19.4,22.01
19990606,0.0,1.7,25.9,31.9,19.8,28.77
19990607,0.0,1.7,26.9,34.4,21.2,22.21
19990608,0.0,1.0,28.6,36.7,21.2,30.93
19990609,0.1,2.7,28.4,35.4,24.0,26.51
19990610,0.4,1.0,25.0,31.1,18.2,19.95
19990611,0.2,2.0,22.9,29.8,17.2,19.46
19990612,9.4,2.0,20.1,25.6,16.0,15.69
19990613,0.1,1.7,16.1,23.0,15.2,8.29
19990614,5.4,1.0,15.1,18.5,12.5,17.51
19990615,0.0,0.7,20.8,29.7,11.2,29.85
19990616,0.0,3.0,24.4,33.3,19.2,26.24
19990617,10.8,2.7,17.4,29.2,14.0,12.1
19990618,15.8,2.3,15.5,19.9,11.2,31.18
19990619,0.0,1.3,18.3,24.0,12.0,31.18
19990620,0.0,1.0,21.4,27.9,13.7,30.85
19990621,0.0,0.3,24.0,30.1,18.3,18.35
19990622,0.1,1.0,25.3,30.0,19.8,17.36
19990623,0.0,1.0,27.0,34.4,20.2,29.36
19990624,0.0,0.3,29.2,35.6,22.5,29.03
19990625,0.0,0.3,30.2,36.5,23.8,27.21
19990626,0.0,0.3,27.5,35.9,23.1,25.24
19990627,0.0,0.3,26.5,30.6,22.4,29.33
19990628,0.1,0.0,26.8,33.3,21.6,20.29
19990629,1.2,1.3,20.4,30.2,16.5,8.62
19990630,0.0,0.7,22.4,28.0,17.4,30.28
19990701,0.1,3.0,24.0,30.1,18.2,21.9
19990702,0.1,1.3,23.2,27.7,18.5,26.48
19990703,0.0,2.0,23.7,29.7,17.1,30.24
19990704,0.0,2.0,25.6,31.7,18.5,31.53
19990705,0.0,1.7,26.8,34.7,20.2,30.2
19990706,0.0,2.0,29.8,34.8,24.7,26.08
19990707,0.1,1.7,27.8,34.5,22.3,24.75
19990708,0.1,1.7,25.0,29.5,23.3,8.2
19990709,0.2,1.7,26.7,32.2,20.5,30.6
19990710,0.0,2.0,27.2,32.4,22.8,24.68
19990711,12.6,1.3,25.2,30.2,19.9,29.07
19990712,0.0,1.7,27.7,33.7,22.1,26.43
19990713,0.1,2.0,26.1,32.4,23.4,21.83
19990714,0.1,1.7,27.9,33.3,22.7,23.92
19990715,0.0,1.0,29.3,35.5,23.4,30.58
19990716,0.0,1.7,31.0,38.2,24.5,28.59
19990717,0.0,1.3,32.8,38.9,27.4,29.2
19990718,0.0,4.3,30.3,38.2,27.1,27.21
19990719,0.6,2.7,25.3,32.0,21.6,8.0
19990720,15.4,0.0,19.0,22.4,16.7,7.98
19990721,1.7,1.3,20.1,23.8,18.3,18.17
19990722,0.0,0.0,22.7,28.1,18.0,13.28
19990723,1.3,0.7,22.6,25.8,20.7,7.91
19990724,0.1,2.0,26.0,32.1,20.4,25.51
19990725,0.0,1.3,27.0,32.8,21.6,27.57
19990726,3.1,1.3,22.9,31.3,19.4,8.31
19990727,0.5,0.7,24.5,31.1,18.9,28.6
19990728,0.0,1.7,27.9,34.7,21.8,28.86
19990729,0.0,1.3,29.1,36.1,23.5,24.15
19990730,0.1,1.7,30.3,36.4,25.4,17.03
19990731,0.1,1.0,29.9,35.2,26.4,15.71
19990801,0.2,2.7,27.6,33.6,24.3,18.39
19990802,6.2,0.3,22.0,28.0,20.7,7.63
19990803,0.0,0.7,25.1,30.2,21.7,15.74
19990804,0.4,1.0,26.8,32.5,21.5,17.29
19990805,0.0,2.7,28.8,35.1,23.6,26.95
19990806,0.1,1.3,28.3,34.6,22.8,25.29
19990807,0.6,2.0,20.4,32.0,17.2,12.38
19990808,0.0,0.7,19.1,26.0,12.2,27.06
19990809,0.0,1.0,22.1,29.9,15.7,24.3
19990810,0.0,2.3,25.8,33.4,19.2,24.07
19990811,0.0,0.7,26.1,31.7,20.3,25.58
19990812,0.0,1.7,24.4,31.5,19.4,19.54
19990813,4.5,1.7,18.4,30.0,15.8,7.24
19990814,40.1,3.3,14.9,18.6,12.3,10.65
19990815,0.0,0.3,18.5,24.0,13.3,24.96
19990816,0.0,0.7,20.4,25.7,14.5,25.5
19990817,0.0,1.0,22.1,30.2,14.4,25.89
19990818,0.0,1.0,23.9,31.7,17.4,25.96
19990819,0.0,1.0,26.3,33.5,18.5,25.71
19990820,0.1,2.0,26.3,32.7,21.0,14.06
19990821,0.1,2.0,28.4,35.5,21.8,25.22
19990822,6.7,1.3,22.3,34.1,18.6,24.21
19990823,0.0,1.3,22.7,29.1,16.2,24.73
19990824,0.0,1.0,25.4,33.2,16.8,24.64
19990825,0.0,0.7,26.9,34.6,19.7,25.0
19990826,0.0,1.7,27.8,35.9,18.6,24.59
19990827,0.0,1.0,29.0,36.7,21.3,24.19
19990828,0.0,1.7,29.2,37.1,23.4,23.19
19990829,0.0,0.3,28.9,35.2,22.6,21.44
19990830,0.1,1.3,27.4,35.2,22.0,20.29
19990831,0.1,0.0,23.4,29.5,20.3,19.01
19990901,0.0,0.0,23.9,31.3,17.0,23.23
19990902,0.1,0.7,25.1,29.7,20.9,9.2
19990903,0.0,2.3,25.4,32.0,20.0,21.53
19990904,0.9,0.3,23.8,29.7,18.5,20.99
19990905,0.0,1.0,23.3,29.8,17.5,21.47
19990906,5.1,2.7,18.4,26.1,13.1,8.38
19990907,8.3,0.3,16.8,22.7,11.5,22.56
19990908,0.0,1.3,18.5,23.6,14.6,20.71
19990909,0.0,0.7,16.5,21.5,11.8,22.18
19990910,0.0,0.0,17.5,24.2,10.6,22.06
19990911,0.0,1.7,18.3,25.3,11.2,21.94
19990912,0.0,1.3,19.7,26.5,13.0,22.1
19990913,0.0,1.7,21.1,29.7,13.7,20.14
19990914,0.1,0.7,22.1,28.2,17.0,21.57
19990915,0.1,0.3,20.5,28.1,15.9,11.64
19990916,0.2,0.7,21.7,27.4,16.2,21.04
19990917,0.0,0.7,19.1,24.9,13.6,21.05
19990918,0.0,1.0,16.1,24.4,9.3,20.65
19990919,0.0,0.3,17.0,25.3,10.0,18.73
19990920,0.0,0.7,19.4,27.2,12.6,19.84
19990921,0.0,2.0,21.5,27.8,17.3,14.82
19990922,0.1,2.0,18.3,23.0,15.3,9.31
19990923,0.0,1.0,17.4,25.6,10.3,19.46
19990924,0.0,2.3,19.9,23.4,13.6,14.51
19990925,5.4,1.3,13.0,20.7,10.5,16.53
19990926,2.7,2.0,10.6,15.1,8.5,5.18
19990927,0.3,0.7,11.2,17.4,5.7,19.32
19990928,0.0,0.7,12.3,19.3,5.7,19.05
19990929,0.0,0.7,12.2,19.5,7.0,17.36
19990930,0.0,2.0,13.0,18.7,7.9,16.2
19991001,0.0,0.0,14.0,19.2,9.5,7.48
19991002,0.0,1.0,14.1,20.3,8.9,15.06
19991003,0.0,1.0,15.3,21.5,9.4,17.98
19991004,0.2,1.0,14.9,21.5,11.3,12.18
19991005,0.0,1.0,16.0,24.3,8.6,17.7
19991006,0.0,1.7,17.5,25.0,11.8,17.19
19991007,0.8,0.7,13.6,21.1,10.5,4.6
19991008,0.5,1.0,13.0,18.5,8.9,16.06
19991009,0.0,2.3,13.6,19.6,9.1,17.14
19991010,0.0,0.0,13.4,20.7,7.6,16.52
19991011,0.0,1.0,13.1,20.2,8.0,16.5
19991012,0.0,1.3,13.3,19.0,8.8,14.46
19991013,0.0,0.7,13.8,18.4,11.6,8.9
19991014,0.0,1.3,12.1,19.4,6.3,15.5
19991015,0.0,1.0,12.7,20.2,7.2,15.83
19991016,0.0,0.3,12.1,19.7,7.1,13.96
19991017,0.0,0.7,12.1,20.1,6.6,14.75
19991018,0.0,0.7,13.0,20.3,6.7,14.73
19991019,0.0,0.7,13.2,21.9,7.4,14.94
19991020,0.0,0.3,14.3,21.8,7.5,14.47
19991021,0.0,2.0,14.4,19.3,7.2,14.34
19991022,0.1,0.7,9.2,15.5,5.7,7.48
19991023,0.0,1.3,8.0,13.0,3.9,8.93
19991024,0.0,0.7,8.0,12.7,3.7,9.71
19991025,0.1,2.3,7.3,9.9,3.6,7.46
19991026,0.0,1.3,4.3,6.8,1.2,4.51
19991027,0.0,1.0,8.0,11.7,6.0,6.15
19991028,0.1,2.3,8.3,11.5,6.9,6.6
19991029,12.3,1.3,4.5,7.6,2.7,3.51
19991030,0.0,0.7,4.1,9.1,0.3,12.86
19991031,0.0,1.0,4.3,9.3,1.1,12.53
19991101,0.0,0.3,5.4,10.6,1.2,11.7
19991102,0.0,0.7,5.2,10.5,0.7,10.79
19991103,0.0,1.3,6.3,10.8,1.8,9.48
19991104,1.2,0.3,6.7,10.1,5.6,3.25
19991105,0.0,0.7,5.8,9.3,1.4,10.57
19991106,0.0,1.0,5.7,9.8,3.2,9.2
19991107,0.0,0.3,5.5,8.2,3.3,3.13
19991108,0.0,1.0,4.7,9.4,0.6,10.27
19991109,0.0,2.0,4.2,10.1,0.2,10.36
19991110,0.0,0.7,4.8,8.8,1.2,9.41
19991111,0.4,2.3,3.2,6.5,1.3,6.43
19991112,3.6,1.0,-1.0,2.9,-3.7,8.67
19991113,0.0,1.7,-2.8,0.3,-5.2,8.59
19991114,0.0,1.3,-1.5,2.0,-3.7,9.51
19991115,1.5,0.0,0.3,3.1,-1.1,5.81
19991116,0.0,0.7,-2.8,1.4,-5.4,2.79
19991117,0.0,0.0,-1.7,2.9,-4.3,8.36
19991118,0.0,0.3,-1.9,2.1,-4.4,8.73
19991119,0.0,0.0,-3.3,-0.8,-5.9,5.85
19991120,0.0,1.0,-2.1,5.9,-6.4,8.49
19991121,0.0,1.3,-1.1,3.8,-3.9,6.08
19991122,5.2,0.3,-0.1,3.2,-1.6,2.61
19991123,0.1,2.0,-4.8,-1.4,-7.1,5.81
19991124,0.0,0.3,-8.9,-5.7,-11.3,8.2
19991125,0.0,0.0,-9.3,-6.6,-11.2,8.31
19991126,0.1,0.0,-9.8,-7.3,-11.5,2.5
19991127,0.0,0.7,-9.3,-5.9,-11.9,8.01
19991128,0.0,1.0,-8.2,-4.3,-11.0,8.28
19991129,0.0,1.3,-8.0,-4.7,-10.4,6.43
19991130,0.0,0.7,-6.2,-1.0,-9.4,4.43
19991201,2.3,0.7,-2.3,-0.9,-4.0,2.38
19991202,6.9,0.7,-2.3,-0.3,-3.4,4.05
19991203,0.0,0.3,-6.2,-1.6,-9.2,5.53
19991204,0.2,0.3,-11.2,-8.8,-13.0,2.32
19991205,0.1,0.3,-9.3,-4.2,-11.5,6.97
19991206,0.0,0.0,-8.4,-4.1,-11.2,3.0
19991207,0.0,0.7,-8.2,-4.0,-11.2,5.95
19991208,0.0,0.0,-10.5,-7.6,-12.5,6.23
19991209,0.0,0.3,-7.3,-2.4,-13.7,6.51
19991210,0.0,0.7,-4.2,1.2,-9.9,5.48
19991211,0.1,0.3,-6.1,-1.8,-8.4,2.22
19991212,7.1,0.0,-1.7,2.3,-6.2,4.82
19991213,0.0,0.3,-6.5,-2.1,-10.4,6.03
19991214,0.1,0.3,-10.2,-7.2,-12.1,2.19
19991215,0.2,0.0,-8.5,-7.5,-9.3,2.19
19991216,0.4,0.0,-9.9,-7.7,-11.2,2.64
19991217,0.1,0.3,-10.9,-9.2,-12.0,3.31
19991218,0.1,0.3,-12.6,-8.8,-14.1,5.28
19991219,0.1,1.0,-12.5,-9.8,-14.0,6.33
19991220,0.0,0.3,-8.9,-5.0,-11.6,5.8
19991221,0.0,0.3,-7.8,-3.9,-10.5,5.94
19991222,0.0,0.7,-9.3,-5.1,-12.2,5.41
19991223,0.0,1.0,-10.4,-6.5,-13.1,6.93
