date,rain(mm/day),wind(km/d),daily_mean_temperature(°C),tmax(°C),tmin(°C),srad(MJ/(m2*day))
20151114,2.5,2.9,3.8,9.0,-1.7,2.86
20151115,1.8,1.9,3.0,5.0,-0.4,4.54
20151116,3.8,1.1,2.1,4.4,0.7,2.79
20151117,1.2,2.0,2.1,3.0,0.9,2.76
20151118,0.0,1.7,-0.7,2.3,-1.5,2.73
20151119,2.0,1.9,-0.1,2.9,-2.6,2.7
20151120,2.5,1.2,0.9,2.1,-0.1,2.66
20151121,3.5,0.9,0.5,1.4,-0.1,2.63
20151122,0.3,1.5,0.1,1.4,-1.2,2.61
20151123,0.9,0.5,-0.9,0.4,-2.0,2.58
20151124,0.0,0.3,-3.2,1.0,-6.4,5.42
20151125,0.0,0.6,-2.9,1.5,-6.2,9.06
20151126,0.0,0.9,-2.5,-1.5,-4.7,2.5
20151127,0.0,1.3,-2.8,-2.0,-3.3,2.47
20151128,0.0,2.0,-3.1,-2.5,-3.5,2.45
20151129,0.0,2.1,-3.1,-2.2,-3.9,2.43
20151130,1.6,1.9,-0.6,2.9,-2.9,2.4
20151201,0.0,1.5,-3.6,0.7,-6.1,7.14
20151202,0.0,1.5,-5.3,-1.7,-8.4,6.21
20151203,0.0,1.6,-3.2,-1.7,-5.2,2.34
20151204,0.0,2.0,-3.4,-2.8,-3.8,2.32
20151205,0.0,2.0,-5.2,-3.7,-5.7,2.31
20151206,2.9,2.8,-3.0,0.6,-5.9,2.29
20151207,0.4,1.4,-2.8,-0.7,-7.4,3.6
20151208,0.0,1.5,-2.8,-0.9,-4.5,2.26
20151209,0.0,1.6,-5.0,-3.8,-5.8,2.25
20151210,0.7,1.5,-3.5,0.6,-9.3,2.23
20151211,20.8,1.8,-1.9,-0.8,-2.9,2.22
20151212,0.6,1.2,-8.1,-2.1,-17.5,5.36
20151213,0.0,1.0,-14.4,-9.0,-21.8,3.58
20151214,0.1,1.0,-15.4,-11.4,-20.8,2.19
20151215,0.1,1.2,-18.5,-14.0,-23.9,2.19
20151216,0.0,0.3,-21.5,-16.3,-24.9,2.64
20151217,0.0,1.0,-21.7,-13.3,-26.4,2.17
20151218,0.0,1.3,-20.0,-16.8,-24.2,2.17
20151219,0.0,1.3,-20.6,-15.2,-24.1,2.17
20151220,0.0,1.2,-19.2,-12.4,-24.9,2.16
20151221,0.3,1.8,-14.2,-11.1,-18.7,2.16
20151222,0.1,0.7,-15.1,-11.5,-20.9,2.16
20151223,0.0,0.7,-18.2,-13.9,-21.5,2.16
20151224,0.0,0.9,-19.1,-14.8,-23.1,2.16
20151225,0.1,2.1,-16.2,-11.4,-21.4,4.14
20151226,0.0,1.5,-15.8,-9.6,-19.8,5.05
20151227,0.0,0.7,-14.8,-5.9,-21.6,2.17
20151228,0.0,1.6,-14.6,-5.4,-18.1,3.4
20151229,0.1,1.1,-10.5,-9.4,-14.5,2.19
20151230,0.0,1.3,-10.0,-9.2,-13.2,3.19
20151231,0.1,1.6,-11.2,-9.9,-12.5,2.2
20160101,0.0,1.7,-13.3,-10.2,-16.2,2.98
20160102,0.0,1.3,-12.8,-6.8,-18.9,4.54
20160103,0.0,0.8,-16.0,-12.8,-19.1,2.23
20160104,0.0,1.0,-12.9,-10.4,-18.1,2.25
20160105,0.0,1.2,-9.1,-6.8,-10.8,2.26
20160106,0.0,2.4,-10.3,-7.9,-16.4,2.27
20160107,0.0,1.0,-8.7,-7.7,-9.1,3.08
20160108,0.0,0.6,-10.6,-6.7,-17.5,2.31
20160109,0.0,1.0,-9.8,-7.3,-13.3,3.12
20160110,0.5,1.3,-9.0,-7.4,-11.2,2.34
20160111,0.0,1.0,-8.5,-6.7,-9.9,2.36
20160112,0.0,1.1,-8.0,-5.7,-9.5,2.38
20160113,0.0,1.2,-12.8,-9.6,-16.6,2.4
20160114,0.0,1.8,-14.2,-12.5,-16.1,2.43
20160115,0.0,0.9,-17.8,-10.5,-23.2,4.84
20160116,0.0,1.1,-17.7,-14.9,-22.8,2.47
20160117,0.0,0.9,-18.2,-12.9,-24.4,2.5
20160118,3.5,0.6,-11.6,-9.9,-16.7,2.53
20160119,1.8,0.9,-10.4,-8.2,-12.7,2.55
20160120,0.0,1.1,-13.1,-10.6,-15.9,2.58
20160121,0.3,0.9,-18.8,-13.0,-25.1,2.91
20160122,0.0,0.8,-21.5,-17.2,-27.0,2.64
20160123,0.0,1.0,-23.0,-17.3,-26.9,3.89
20160124,0.0,0.7,-24.3,-16.1,-29.2,6.75
20160125,0.0,0.7,-24.6,-17.4,-29.2,6.55
20160126,0.0,0.9,-23.7,-18.8,-28.3,4.2
20160127,0.0,0.9,-25.1,-17.1,-30.3,7.67
20160128,0.0,0.7,-21.8,-15.8,-28.5,3.75
20160129,0.8,1.3,-15.6,-13.1,-22.1,2.87
20160130,0.0,1.4,-13.4,-11.9,-14.2,2.91
20160131,0.3,1.2,-14.4,-10.8,-17.4,2.95
20160201,0.0,0.8,-16.5,-10.0,-22.6,2.98
20160202,0.0,1.0,-17.6,-13.1,-22.6,3.02
20160203,0.0,1.0,-15.0,-10.6,-19.6,3.06
20160204,0.0,1.1,-17.3,-11.9,-22.9,3.1
20160205,0.0,1.3,-13.6,-9.5,-15.9,3.14
20160206,0.0,1.6,-16.7,-11.7,-21.5,7.7
20160207,0.0,1.3,-15.7,-11.8,-18.5,3.23
20160208,0.0,1.0,-16.9,-12.7,-21.2,5.77
20160209,0.0,1.4,-15.9,-8.9,-21.6,7.34
20160210,2.8,1.3,-16.85,-3.2,-15.5,3.36
20160211,1.2,1.3,-11.7,-5.5,-20.0,11.29
20160212,0.0,1.5,-22.9,-15.3,-28.5,6.79
20160213,0.0,1.3,-19.8,-13.7,-25.3,5.58
20160214,0.0,1.4,-20.5,-11.8,-27.1,7.74
20160215,0.0,1.2,-20.0,-12.2,-26.4,8.89
20160216,0.0,0.9,-19.9,-13.3,-26.4,8.98
20160217,0.0,1.2,-14.0,-5.8,-19.8,8.0
20160218,0.6,2.2,-12.4,-7.6,-18.6,10.26
20160219,0.0,1.1,-13.9,-12.1,-16.6,5.32
20160220,0.0,1.6,-15.2,-7.6,-24.2,12.56
20160221,0.0,1.4,-15.6,-7.7,-23.1,9.01
20160222,0.0,1.5,-14.1,-9.5,-18.2,8.2
20160223,0.0,1.2,-13.5,-8.2,-18.7,8.51
20160224,0.0,1.1,-14.1,-8.9,-19.7,7.12
20160225,0.0,0.8,-14.7,-10.1,-20.6,4.09
20160226,0.0,1.1,-13.5,-6.4,-20.2,10.29
20160227,0.0,1.0,-11.2,-2.8,-18.2,13.19
20160228,0.0,1.0,-9.2,-2.1,-14.3,12.26
20160229,0.0,1.2,-6.0,0.9,-11.9,12.13
20160301,0.0,2.3,-7.1,-2.8,-11.2,4.35
20160302,0.0,1.7,-5.6,0.7,-11.9,8.38
20160303,8.7,3.6,-1.9,0.7,-3.5,14.66
20160304,0.0,1.5,-7.4,-1.8,-12.4,4.51
20160305,0.0,1.9,-6.6,-1.2,-12.2,16.27
20160306,0.0,1.6,-8.3,-1.8,-14.5,16.28
20160307,0.0,1.7,-7.2,-1.3,-12.9,11.67
20160308,0.0,2.6,-4.6,-2.4,-6.5,17.06
20160309,0.0,1.6,-10.2,-3.9,-17.4,14.66
20160310,0.0,1.5,-7.2,-0.7,-14.7,15.04
20160311,0.0,1.3,-3.9,0.9,-10.0,7.45
20160312,0.0,1.5,-6.4,0.6,-13.5,16.58
20160313,0.0,1.5,-4.6,1.3,-10.2,14.1
20160314,0.0,1.4,-4.3,2.0,-10.0,14.22
20160315,0.0,1.5,-0.1,3.4,-4.2,15.12
20160316,1.6,4.3,1.0,5.4,-3.2,16.83
20160317,0.0,2.5,1.8,5.3,-0.3,13.62
20160318,0.0,1.6,1.4,4.2,-1.8,13.32
20160319,0.0,2.1,2.9,5.4,0.0,5.32
20160320,0.2,1.2,4.0,5.6,3.0,5.37
20160321,0.0,1.1,4.8,11.0,-0.7,15.53
20160322,0.0,1.9,4.1,12.4,-2.6,17.84
20160323,0.0,1.9,4.7,13.5,-1.2,13.4
20160324,0.0,2.8,8.8,16.0,2.4,20.02
20160325,0.0,2.7,8.9,17.1,2.0,19.6
20160326,0.0,2.7,12.4,17.4,7.9,19.3
20160327,0.0,2.0,11.3,17.9,4.0,19.84
20160328,0.0,1.8,10.8,19.6,1.9,21.24
20160329,0.0,2.0,11.83,18.3,3.5,21.51
20160330,0.0,2.43,12.07,20.7,7.2,17.78
20160331,0.0,2.2,13.4,20.6,7.5,16.01
20160401,1.0,3.3,12.0,18.3,6.3,8.75
20160402,0.1,1.8,11.9,17.1,6.9,11.71
20160403,2.7,3.0,11.4,15.5,9.9,6.1
20160404,0.0,1.8,10.6,18.4,3.6,16.4
20160405,0.0,1.7,12.8,18.0,8.9,15.17
20160406,0.0,2.6,13.2,23.0,4.0,23.07
20160407,0.0,2.1,13.9,23.3,3.9,22.3
20160408,0.0,1.8,17.6,24.5,9.0,22.71
20160409,0.0,6.0,13.9,23.3,7.0,18.19
20160410,2.4,2.1,11.9,16.7,8.7,14.09
20160411,0.2,3.8,12.3,17.2,7.4,20.03
20160412,0.0,2.2,12.4,20.7,3.4,24.05
20160413,0.0,3.8,13.3,19.1,7.8,7.5
20160414,0.9,1.5,13.5,17.4,9.3,18.18
20160415,0.0,2.3,10.2,16.8,3.1,21.31
20160416,0.0,2.9,12.0,21.7,2.1,25.38
20160417,0.0,2.3,13.8,25.1,2.1,24.72
20160418,0.0,3.8,17.2,24.9,9.6,25.28
20160419,0.0,2.5,16.5,24.0,6.7,26.15
20160420,0.0,2.6,16.6,26.0,5.0,26.4
20160421,0.0,2.2,17.3,27.6,5.6,22.0
20160422,0.0,2.1,20.0,28.0,11.0,23.48
20160423,0.0,4.7,18.2,26.5,13.1,22.63
20160424,7.7,5.2,15.4,20.8,11.0,19.74
20160425,0.0,2.8,18.5,24.9,11.5,26.08
20160426,0.0,2.1,17.9,27.4,8.2,24.28
20160427,1.0,2.5,17.3,25.2,11.1,19.0
20160428,0.0,2.0,18.7,28.1,7.2,27.43
20160429,0.3,2.0,17.2,26.5,11.0,18.03
20160430,22.3,6.3,11.8,19.0,9.7,7.31
20160501,0.0,2.9,11.3,17.6,4.2,27.35
20160502,0.0,2.9,13.5,20.3,7.8,17.41
20160503,2.5,1.7,14.0,19.1,12.0,8.7
20160504,4.0,1.5,15.1,19.5,12.0,15.44
20160505,0.0,1.6,15.9,22.3,8.1,28.28
20160506,0.0,4.6,15.5,23.0,8.9,20.34
20160507,0.1,2.5,15.5,21.3,12.1,23.6
20160508,0.0,1.3,16.9,25.5,8.0,28.48
20160509,0.0,4.1,21.3,30.2,12.5,22.11
20160510,0.9,2.8,14.9,21.4,12.0,7.66
20160511,2.1,3.6,14.1,19.2,9.5,27.05
20160512,0.0,2.9,14.8,21.8,7.6,25.49
20160513,0.0,2.6,15.8,20.5,11.7,28.78
20160514,0.0,4.1,17.5,27.4,5.5,23.97
20160515,0.0,2.5,18.8,29.0,8.1,25.64
20160516,0.0,2.2,20.8,30.0,10.6,27.31
20160517,7.1,2.88,16.28,28.5,13.5,19.23
20160518,12.6,3.2,12.1,20.7,9.3,7.89
20160519,0.0,3.6,13.4,19.0,5.4,29.07
20160520,0.0,3.6,15.8,20.5,9.6,29.11
20160521,0.0,2.7,13.8,20.1,5.1,29.16
20160522,0.0,2.3,13.8,21.5,4.2,30.83
20160523,0.0,2.1,15.0,23.8,5.4,27.6
20160524,0.0,3.1,17.5,24.3,9.2,30.9
20160525,0.0,3.1,19.2,28.9,5.8,29.31
20160526,0.0,3.2,20.8,32.8,8.9,27.7
20160527,0.0,3.3,23.6,29.2,17.0,26.1
20160528,4.5,2.8,21.1,28.1,15.5,22.85
20160529,0.0,4.7,21.6,26.6,16.8,24.51
20160530,0.0,1.8,20.4,27.7,11.1,31.1
20160531,0.0,3.0,21.5,29.6,11.6,24.56
20160601,0.0,2.7,24.6,30.5,17.3,26.22
20160602,0.0,2.2,24.8,32.8,12.4,27.89
20160603,0.0,2.4,25.2,33.3,14.7,29.55
20160604,0.0,3.2,24.9,33.3,16.0,21.36
20160605,0.0,1.9,24.5,31.7,17.4,29.59
20160606,0.0,1.83,25.23,31.5,19.6,24.67
20160607,0.0,1.73,26.75,34.7,16.3,29.62
20160608,0.0,1.63,27.25,35.0,17.6,29.63
20160609,0.0,3.48,28.6,35.9,18.0,29.65
20160610,0.0,2.4,28.85,35.7,21.7,26.37
20160611,0.0,3.7,28.6,35.0,22.7,31.31
20160612,0.0,1.5,28.5,36.8,19.3,28.03
20160613,0.0,2.6,28.9,34.1,22.8,16.53
20160614,0.0,1.7,28.5,37.2,16.5,29.69
20160615,0.0,2.3,29.0,39.0,20.6,26.41
20160616,0.0,2.7,29.9,36.0,25.9,23.78
20160617,1.3,4.3,23.7,32.5,20.1,9.96
20160618,11.6,2.2,22.2,28.0,18.0,21.48
20160619,0.3,2.5,22.4,28.1,15.7,21.48
20160620,6.7,2.2,21.0,27.3,14.2,28.06
20160621,0.7,1.6,21.3,27.3,16.1,26.41
20160622,0.0,1.7,23.1,29.6,16.5,29.69
20160623,5.3,2.8,19.2,29.4,16.8,8.32
20160624,31.6,2.4,19.9,26.4,14.0,24.34
20160625,0.0,1.8,22.0,28.0,16.1,28.03
20160626,0.0,1.7,22.9,30.1,13.2,31.31
20160627,0.0,1.4,24.2,33.1,13.8,31.3
20160628,0.0,3.7,23.9,31.6,17.2,21.43
20160629,6.3,2.2,22.4,29.0,16.1,31.27
20160630,0.0,1.6,24.6,33.9,13.9,31.25
20160701,0.0,1.6,25.0,33.7,15.4,23.03
20160702,0.0,1.9,28.4,35.0,19.9,29.58
20160703,0.3,3.0,23.9,33.7,19.2,18.09
20160704,0.0,1.5,25.7,33.5,14.7,31.18
20160705,0.0,1.9,24.9,33.1,19.3,26.25
20160706,0.2,4.1,24.0,31.6,19.5,21.31
20160707,5.3,3.4,19.3,22.2,17.4,13.11
20160708,0.0,1.6,22.3,29.9,15.1,24.54
20160709,0.0,1.4,24.2,28.8,19.5,9.81
20160710,0.0,2.05,26.13,33.0,19.5,27.76
20160711,0.0,3.6,25.4,33.1,20.5,27.73
20160712,0.0,2.4,26.0,33.2,15.1,30.97
20160713,0.0,1.4,27.0,35.8,15.6,31.26
20160714,0.0,1.7,28.0,37.9,15.5,30.9
20160715,0.0,4.2,23.4,36.3,18.9,17.84
20160716,3.0,1.98,25.05,31.9,18.7,27.57
20160717,0.0,2.2,26.73,36.1,15.8,29.16
20160718,0.0,4.95,24.98,36.4,17.2,25.87
20160719,0.0,1.55,24.38,29.8,19.6,20.97
20160720,0.0,2.18,24.65,29.9,20.9,20.61
20160721,0.0,2.2,25.8,34.8,16.3,29.0
20160722,0.0,3.0,25.1,34.1,16.1,27.33
20160723,5.0,3.4,21.6,28.7,19.2,12.73
20160724,1.2,1.6,23.6,30.8,16.7,25.63
20160725,0.0,1.8,25.5,34.3,15.3,28.81
20160726,0.0,1.4,27.0,36.9,17.3,28.76
20160727,0.0,1.9,28.6,37.4,19.4,28.7
20160728,0.0,1.5,28.4,37.8,19.3,28.65
20160729,0.5,2.6,25.4,36.5,20.1,18.96
20160730,8.0,2.4,23.2,30.0,18.5,22.12
20160731,0.6,2.4,24.1,31.1,19.4,23.67
20160801,0.3,5.4,19.6,27.4,17.1,15.62
20160802,2.7,1.6,20.1,26.6,14.6,28.35
20160803,0.0,1.4,21.8,29.9,13.6,29.72
20160804,0.0,2.2,25.0,33.3,16.3,28.22
20160805,0.0,2.0,27.6,35.8,19.3,26.56
20160806,0.0,2.2,27.9,36.1,21.4,21.74
20160807,0.0,1.9,27.7,32.4,22.8,16.93
20160808,3.8,4.0,21.1,29.6,18.4,7.39
20160809,0.1,2.0,22.1,28.6,16.4,21.55
20160810,0.0,1.5,22.6,32.1,12.3,27.78
20160811,0.0,1.58,23.43,33.6,14.8,21.42
20160812,0.0,1.73,26.6,35.4,17.4,24.49
20160813,0.0,1.68,25.53,33.8,19.2,24.41
20160814,0.0,1.6,24.8,34.6,16.3,22.78
20160815,0.0,3.0,27.43,33.7,18.7,24.26
20160816,0.3,1.88,24.03,31.1,20.1,7.09
20160817,0.0,2.75,25.0,32.0,20.4,17.9
20160818,0.0,2.13,24.1,31.2,16.9,22.47
20160819,0.0,1.38,24.45,33.8,17.2,20.84
20160820,0.0,1.8,23.8,31.0,19.6,11.54
20160821,0.0,2.95,24.78,31.8,20.3,17.62
20160822,0.0,2.6,24.25,30.6,18.8,23.66
20160823,0.0,2.53,20.38,28.1,12.1,23.57
20160824,0.0,2.43,22.0,28.6,16.6,18.92
20160825,0.0,1.8,21.1,32.1,10.7,24.9
20160826,0.0,2.05,22.0,33.3,11.1,21.77
20160827,0.0,1.8,24.8,31.8,20.3,6.62
20160828,0.0,1.3,24.03,32.3,17.6,15.58
20160829,0.0,1.7,24.18,35.1,13.1,24.48
20160830,0.0,1.68,24.58,35.5,14.7,22.88
20160831,0.0,1.68,25.23,32.4,17.7,13.86
20160901,0.0,2.0,20.6,29.0,15.7,18.23
20160902,0.0,1.8,17.38,28.2,7.0,13.72
20160903,0.0,1.83,18.43,30.4,7.6,19.52
20160904,0.0,1.45,22.45,32.9,14.5,20.88
20160905,0.0,2.03,22.45,34.2,12.0,19.32
20160906,0.0,1.65,24.48,34.6,13.7,22.12
20160907,0.0,2.83,24.48,31.3,14.4,20.56
20160908,0.0,1.93,21.75,31.8,12.0,23.33
20160909,0.0,2.08,21.95,34.1,11.9,21.78
20160910,0.0,1.5,23.08,30.2,17.3,13.09
20160911,0.0,1.7,21.83,33.2,12.0,22.96
20160912,0.0,2.0,22.65,33.5,13.9,21.41
20160913,0.0,2.35,23.05,32.7,13.7,21.29
20160914,0.6,3.78,21.05,28.0,17.8,5.75
20160915,0.0,1.83,17.18,26.9,8.5,22.44
20160916,0.0,1.75,16.4,28.3,6.9,20.92
20160917,0.0,0.93,17.93,30.7,7.5,20.79
20160918,0.0,1.83,20.53,32.5,10.3,20.66
20160919,0.0,1.35,21.95,33.5,11.4,20.53
20160920,0.0,2.25,21.93,32.8,13.1,19.04
20160921,0.0,1.33,21.93,33.5,13.1,18.91
20160922,0.3,2.68,22.73,30.0,15.9,20.13
20160923,0.0,2.1,19.23,28.5,10.3,18.66
20160924,0.0,1.9,15.9,24.3,8.4,17.2
20160925,0.0,1.95,14.15,23.7,4.6,18.4
20160926,0.0,2.4,15.48,25.3,6.6,16.96
20160927,0.0,1.68,15.33,24.1,8.9,19.45
20160928,0.0,1.98,15.2,26.8,6.4,18.01
20160929,0.0,2.45,15.85,23.3,10.8,15.29
20160930,0.0,1.53,14.45,27.6,6.4,17.74
20161001,0.0,2.75,16.98,22.8,13.0,12.51
20161002,3.8,1.9,13.9,20.2,10.6,8.61
20161003,18.2,2.4,11.4,17.0,8.5,13.57
20161004,0.0,1.15,10.93,17.0,5.5,12.2
20161005,2.3,2.38,7.83,13.3,7.1,5.9
20161006,0.0,1.55,7.45,15.6,0.5,16.93
20161007,0.0,1.3,6.13,16.0,-0.7,16.79
20161008,0.4,1.43,8.45,18.2,1.7,15.44
20161009,0.3,1.53,6.68,13.4,1.3,16.52
20161010,0.0,0.73,6.05,14.7,0.7,15.18
20161011,0.3,1.63,7.63,17.7,0.9,16.24
20161012,0.0,1.43,8.53,18.3,1.9,14.92
20161013,0.0,1.5,10.15,20.6,2.3,15.97
20161014,0.0,3.5,8.3,11.7,5.5,4.19
20161015,0.3,2.18,5.35,10.7,-0.5,13.38
20161016,0.0,1.35,3.35,12.1,-2.0,14.41
20161017,0.0,1.9,6.73,14.7,-0.3,12.0
20161018,0.0,2.98,9.63,15.8,4.2,10.76
20161019,2.3,3.28,5.5,10.6,3.1,3.94
20161020,0.0,1.4,1.4,9.3,-2.6,13.11
20161021,0.0,2.45,2.58,9.5,-3.6,12.66
20161022,0.0,2.08,3.13,9.8,-3.1,10.36
20161023,0.0,1.25,3.85,7.1,-1.0,3.75
20161024,0.0,2.05,3.05,4.7,1.6,3.7
20161025,0.0,1.73,1.8,4.7,-0.9,4.72
20161026,0.3,2.28,-0.4,2.0,-1.8,3.61
20161027,0.0,2.38,-0.3,2.3,-2.3,5.66
20161028,0.0,1.33,-0.45,2.0,-2.9,4.55
20161029,0.0,1.68,-1.3,4.0,-7.3,10.69
20161030,0.0,2.0,-2.43,5.6,-8.7,11.61
20161031,0.0,1.83,1.18,7.0,-2.6,10.49
20161101,0.0,2.18,0.13,7.3,-5.2,11.39
20161102,0.0,1.48,0.33,9.6,-5.4,11.28
20161103,0.0,2.28,4.68,17.6,-3.8,11.17
20161104,2.6,3.58,6.65,17.4,-2.2,8.12
20161105,3.9,2.85,3.55,6.4,1.8,5.11
20161106,0.0,2.18,0.8,7.6,-5.2,11.81
20161107,0.0,2.33,-0.23,6.4,-5.5,10.74
20161108,0.0,1.65,0.63,7.3,-5.1,10.64
20161109,0.0,2.73,-0.13,3.3,-2.4,8.66
20161110,0.0,1.25,-0.68,4.4,-4.3,7.36
20161111,0.0,2.03,1.73,8.1,-3.2,9.42
20161112,0.0,2.8,5.73,13.2,0.5,8.41
20161113,0.0,2.93,1.25,6.4,-1.2,4.68
20161114,0.0,1.4,-1.63,3.0,-3.7,5.54
20161115,0.0,2.1,1.33,7.1,-3.8,9.96
20161116,0.0,2.63,-1.1,2.9,-2.7,2.76
20161117,1.5,2.48,-4.5,-1.8,-5.8,2.73
20161118,0.8,1.55,-6.73,-3.7,-8.3,4.45
20161119,0.0,1.75,-12.45,-8.3,-17.0,7.01
20161120,0.0,2.58,-11.2,-9.4,-12.7,4.36
20161121,0.0,1.83,-14.68,-10.5,-18.6,9.63
20161122,0.0,1.4,-15.5,-10.8,-18.9,7.68
20161123,0.0,1.3,-13.75,-9.0,-17.8,7.19
20161124,0.0,1.3,-14.55,-8.5,-18.8,6.71
20161125,0.0,1.48,-11.75,-4.6,-16.1,7.49
20161126,0.0,2.13,-13.05,-8.3,-17.0,6.61
20161127,0.0,1.4,-8.75,-4.0,-14.5,2.45
20161128,2.4,0.65,-8.95,-6.9,-14.2,2.43
20161129,0.0,0.75,-9.78,-8.7,-10.6,2.4
20161130,0.0,0.75,-10.3,-9.3,-11.2,2.38
20161201,0.0,0.68,-10.85,-10.0,-11.3,2.36
20161202,0.3,0.95,-12.43,-11.1,-14.1,2.34
20161203,0.0,1.43,-12.83,-8.3,-15.9,6.29
20161204,0.0,1.55,-10.48,-4.7,-15.3,4.68
20161205,0.0,2.98,-4.03,1.6,-8.6,5.43
20161206,0.0,2.33,-4.85,-3.1,-8.3,2.27
20161207,0.0,1.78,-2.93,2.2,-6.1,4.6
20161208,0.0,2.6,-1.58,0.9,-3.0,2.25
20161209,0.0,1.15,-4.3,-0.4,-7.2,2.23
20161210,0.0,1.13,-1.95,-0.6,-3.7,2.22
20161211,0.5,1.03,-1.58,-1.0,-2.4,2.21
20161212,0.0,1.28,-2.78,-1.7,-3.4,2.2
20161213,0.0,0.43,-1.9,-0.3,-3.1,2.19
20161214,0.0,1.3,-2.4,-0.3,-3.9,2.19
20161215,0.0,1.53,-3.15,-1.5,-4.3,2.18
20161216,0.0,1.4,-2.83,-1.8,-3.6,2.17
20161217,0.0,1.53,-3.43,-0.7,-4.3,3.69
20161218,0.0,1.28,-5.78,-1.9,-9.2,2.17
20161219,3.0,1.85,-3.23,-1.9,-3.8,2.16
20161220,1.6,0.95,-5.8,-3.8,-7.3,2.16
20161221,0.0,0.9,-9.05,-5.9,-13.2,2.16
20161222,0.0,0.85,-11.0,-7.4,-15.6,2.16
20161223,0.0,1.48,-11.83,-10.0,-14.5,2.16
20161224,7.4,1.45,-6.18,-3.6,-12.5,2.17
20161225,0.0,1.1,-15.78,-6.4,-21.9,3.69
20161226,0.0,1.33,-19.15,-11.5,-23.4,5.97
20161227,0.0,0.78,-18.0,-11.4,-22.5,5.98
20161228,0.0,1.4,-16.3,-10.6,-21.9,2.19
20161229,0.0,0.75,-18.05,-10.1,-22.0,5.25
20161230,0.0,1.23,-15.18,-7.6,-21.9,2.2
20161231,1.4,1.75,-8.68,-6.1,-10.8,2.98
20170101,0.0,1.15,-10.55,-7.1,-13.6,6.13
20170102,0.0,1.05,-15.55,-12.1,-21.4,2.22
20170103,0.0,1.3,-15.0,-12.1,-18.5,3.47
20170104,0.0,1.58,-15.55,-11.8,-21.1,4.11
20170105,0.0,1.0,-16.85,-12.8,-21.8,2.26
20170106,0.0,1.0,-13.5,-8.1,-19.6,2.27
20170107,0.0,0.75,-10.35,-8.6,-17.4,2.29
20170108,0.0,0.63,-12.45,-9.1,-16.7,5.87
20170109,0.0,0.33,-16.6,-12.5,-20.8,3.76
20170110,0.0,0.5,-20.28,-15.0,-25.4,2.34
20170111,0.0,0.68,-20.08,-16.1,-24.0,2.36
20170112,0.0,0.6,-21.5,-14.2,-26.7,6.99
20170113,0.0,1.08,-20.05,-13.4,-23.4,6.71
20170114,0.0,1.33,-17.0,-11.7,-22.6,2.43
20170115,0.0,0.38,-17.95,-12.6,-21.9,4.51
20170116,0.0,0.8,-17.65,-15.1,-23.3,2.47
20170117,0.0,0.68,-22.33,-15.5,-27.2,2.5
20170118,0.0,0.9,-22.8,-18.0,-26.3,2.53
20170119,0.0,1.0,-21.48,-11.7,-28.7,8.06
20170120,0.0,0.8,-22.38,-14.7,-27.1,7.95
20170121,0.0,1.4,-22.45,-18.4,-26.1,2.61
20170122,0.0,1.2,-21.03,-11.7,-25.9,7.49
20170123,0.0,1.1,-18.08,-8.1,-24.8,7.03
20170124,0.0,1.78,-14.6,-8.8,-20.4,2.7
20170125,0.0,1.13,-8.8,-3.7,-11.5,8.32
20170126,0.0,1.4,-13.1,-10.2,-18.0,2.77
20170127,0.0,0.95,-14.08,-11.3,-20.1,8.3
20170128,0.0,1.3,-17.83,-14.3,-23.4,2.84
20170129,0.0,0.85,-16.13,-11.1,-20.0,7.36
20170130,0.0,1.13,-17.23,-10.3,-22.4,6.05
20170131,0.0,1.08,-18.48,-10.9,-24.1,8.04
20170201,0.0,1.58,-15.03,-9.8,-20.4,7.96
20170202,0.0,2.58,-12.9,-8.7,-17.0,8.9
20170203,0.0,1.83,-15.78,-7.9,-21.5,8.32
20170204,0.0,1.43,-10.0,-1.5,-17.0,3.68
20170205,0.3,1.83,-6.48,-3.3,-9.1,3.14
20170206,1.2,1.68,-10.18,-7.0,-15.0,10.15
20170207,0.0,1.65,-17.08,-10.9,-23.0,11.14
20170208,0.0,1.43,-19.68,-11.9,-25.1,10.65
20170209,0.0,1.4,-18.98,-10.5,-24.8,10.56
20170210,0.0,1.03,-17.0,-8.9,-22.9,8.54
20170211,0.0,0.9,-15.25,-7.9,-22.2,8.52
20170212,0.0,1.43,-13.25,-7.0,-21.2,4.17
20170213,0.0,0.93,-13.38,-4.2,-19.8,9.85
20170214,0.0,1.15,-10.88,-6.9,-15.2,5.12
20170215,0.0,1.33,-7.65,-1.5,-12.6,6.77
20170216,0.0,1.5,-8.05,-5.1,-14.4,3.64
20170217,0.0,1.98,-7.75,-4.5,-9.8,3.69
20170218,0.0,1.45,-10.1,-3.9,-16.1,11.34
20170219,6.1,2.15,-5.93,-1.7,-12.9,3.78
20170220,4.0,1.93,-4.5,-0.7,-8.5,11.57
20170221,0.0,1.68,-15.15,-6.0,-22.9,13.91
20170222,0.0,1.28,-15.45,-7.4,-23.6,12.92
20170223,0.0,1.05,-14.18,-6.1,-20.3,13.05
20170224,0.0,1.15,-14.25,-5.1,-21.9,13.17
20170225,0.0,1.0,-14.33,-6.3,-21.0,10.99
20170226,0.0,1.48,-10.13,-2.8,-16.9,12.26
20170227,0.0,1.05,-10.43,-3.8,-15.0,12.37
20170228,0.0,1.93,-12.23,-2.5,-18.0,12.49
